PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,YEAR,DISTRICT
98.81,28.11,15.5,2.83,39.99,17.09,0.55,54.08,4.44,1.12,0.03,18.96,8.72,2003.0,Sindhudurg
98.81,27.49,15.34,2.9,40.59,16.92,0.55,53.0,5.26,1.12,0.03,18.84,8.67,2004.0,Sindhudurg
98.8,27.18,15.42,2.95,40.1,16.2,0.54,53.32,7.42,1.11,0.03,18.76,8.62,2005.0,Sindhudurg
98.8,27.23,15.62,2.98,40.07,16.05,0.54,53.96,7.69,1.11,0.03,18.76,8.63,2006.0,Sindhudurg
98.75,27.35,15.85,2.9,39.65,15.37,0.53,55.34,8.34,1.09,0.03,18.36,8.46,2007.0,Sindhudurg
98.75,27.18,15.4,2.85,38.52,14.81,0.55,53.34,5.82,1.11,0.03,19.01,8.72,2008.0,Sindhudurg
98.77,27.69,15.92,2.87,41.46,17.19,0.54,53.18,6.58,1.09,0.03,18.55,8.51,2009.0,Sindhudurg
98.74,27.57,16.49,2.72,41.07,15.3,0.52,58.13,7.82,1.07,0.03,17.97,8.3,2010.0,Sindhudurg
98.74,27.2,15.48,2.93,40.07,15.65,0.53,52.89,6.66,1.07,0.03,18.39,8.4,2011.0,Sindhudurg
98.77,27.45,15.23,2.88,40.45,15.99,0.55,52.29,5.61,1.1,0.03,18.89,8.63,2012.0,Sindhudurg
98.78,27.33,15.54,3.05,39.54,16.13,0.53,53.47,6.4,1.08,0.03,18.44,8.46,2013.0,Sindhudurg
98.83,27.57,15.65,2.81,41.12,16.47,0.54,53.49,6.25,1.09,0.03,18.64,8.54,2014.0,Sindhudurg
98.88,27.74,15.81,2.64,39.16,15.29,0.55,53.37,4.73,1.11,0.03,19.03,8.73,2015.0,Sindhudurg
98.85,27.43,15.26,2.91,40.37,15.58,0.52,54.66,7.55,1.06,0.03,18.12,8.29,2016.0,Sindhudurg
98.81,27.57,15.58,2.75,40.67,16.24,0.55,46.84,5.71,1.11,0.03,19.03,8.69,2017.0,Sindhudurg
98.81,27.5,15.26,2.75,40.87,16.74,0.53,45.23,6.14,1.06,0.03,18.38,8.39,2018.0,Sindhudurg
95.27,28.24,11.29,3.01,44.04,11.33,0.57,43.56,1.5,1.15,0.03,19.63,8.99,2001.0,Solapur
95.32,28.85,11.11,2.95,43.6,9.83,0.58,40.6,1.4,1.16,0.03,19.87,9.1,2002.0,Solapur
95.3,29.51,11.05,3.04,44.24,10.66,0.58,43.6,0.97,1.17,0.03,19.87,9.11,2003.0,Solapur
95.33,27.88,11.45,2.9,42.92,11.18,0.58,39.47,1.71,1.18,0.03,20.1,9.21,2004.0,Solapur
95.3,27.61,11.76,2.88,43.73,9.44,0.57,44.99,2.06,1.15,0.03,19.5,8.94,2005.0,Solapur
95.31,27.79,11.83,2.91,43.1,9.52,0.57,42.51,1.88,1.14,0.03,19.52,8.93,2006.0,Solapur
95.26,28.28,11.52,2.88,43.92,10.09,0.58,44.0,1.58,1.16,0.03,19.81,9.07,2007.0,Solapur
95.26,27.88,11.65,2.93,43.29,10.89,0.57,42.99,1.75,1.14,0.03,19.68,8.98,2008.0,Solapur
95.28,28.45,11.66,2.91,43.59,11.08,0.57,43.29,1.79,1.14,0.03,19.62,8.95,2009.0,Solapur
95.25,28.59,12.55,2.79,44.8,8.71,0.56,49.99,1.89,1.12,0.03,19.1,8.78,2010.0,Solapur
95.24,28.3,11.38,3.06,42.64,9.44,0.57,42.1,1.33,1.12,0.03,19.52,8.86,2011.0,Solapur
95.25,29.04,10.8,3.1,43.49,10.15,0.57,42.38,1.06,1.14,0.03,19.63,8.91,2012.0,Solapur
95.25,28.39,11.79,3.1,43.16,9.75,0.55,44.92,1.6,1.11,0.03,19.08,8.7,2013.0,Solapur
95.35,28.6,11.83,2.94,42.93,10.42,0.56,45.57,1.53,1.11,0.03,19.21,8.76,2014.0,Solapur
95.39,29.28,11.49,2.9,43.09,9.22,0.57,43.55,1.1,1.13,0.03,19.63,8.93,2015.0,Solapur
95.33,28.46,11.3,2.81,43.83,10.0,0.55,45.81,1.73,1.1,0.03,19.02,8.65,2016.0,Solapur
95.32,28.3,11.29,2.65,43.81,10.04,0.57,48.06,1.86,1.13,0.03,19.68,8.91,2017.0,Solapur
95.32,28.69,10.87,2.77,43.73,8.6,0.54,50.04,1.24,1.06,0.03,18.73,8.49,2018.0,Solapur
99.75,27.5,14.22,2.64,42.66,13.01,0.54,48.36,5.1,1.06,0.03,18.28,8.28,2001.0,Thane
99.8,28.27,13.82,2.65,44.19,11.23,0.54,47.47,3.62,1.07,0.03,18.48,8.37,2002.0,Thane
99.78,28.17,14.36,2.58,43.25,12.91,0.55,46.83,5.38,1.08,0.03,18.63,8.43,2003.0,Thane
99.79,27.7,14.16,2.67,44.85,13.92,0.54,48.43,6.34,1.07,0.03,18.41,8.34,2004.0,Thane
99.78,27.34,14.1,2.59,43.54,12.21,0.54,46.49,8.77,1.07,0.03,18.46,8.33,2005.0,Thane
99.78,27.57,14.66,2.64,42.55,12.53,0.53,47.22,9.13,1.04,0.03,18.05,8.17,2006.0,Thane
99.72,27.82,14.57,2.61,44.89,14.06,0.54,49.62,7.36,1.06,0.03,18.34,8.3,2007.0,Thane
99.73,27.41,14.11,2.56,43.2,10.42,0.54,49.76,7.1,1.04,0.03,18.25,8.22,2008.0,Thane
99.75,28.19,14.46,2.56,44.18,12.89,0.54,49.98,6.18,1.06,0.03,18.45,8.32,2009.0,Thane
99.71,27.77,15.57,2.39,43.04,12.51,0.53,54.23,8.51,1.04,0.03,17.89,8.14,2010.0,Thane
99.7,27.25,14.52,2.6,41.98,11.45,0.53,48.73,7.05,1.03,0.03,17.94,8.08,2011.0,Thane
99.74,27.35,13.99,2.61,42.93,11.18,0.54,49.56,4.96,1.05,0.03,18.42,8.27,2012.0,Thane
99.74,27.32,14.62,2.59,41.53,12.01,0.51,52.37,6.76,1.0,0.03,17.46,7.88,2013.0,Thane
99.82,28.04,14.23,2.57,43.51,11.8,0.54,48.39,6.39,1.05,0.03,18.3,8.26,2014.0,Thane
99.87,27.93,14.57,2.47,43.45,12.72,0.54,50.08,4.69,1.04,0.03,18.26,8.23,2015.0,Thane
99.83,27.51,14.2,2.56,42.68,13.04,0.53,51.38,8.09,1.02,0.03,17.88,8.05,2016.0,Thane
99.79,27.68,14.41,2.44,44.11,12.13,0.55,44.74,8.02,1.06,0.03,18.55,8.33,2017.0,Thane
99.79,27.79,13.96,2.45,42.99,12.27,0.54,42.69,5.64,1.03,0.03,18.29,8.2,2018.0,Thane
96.94,27.18,11.4,2.18,47.17,7.89,0.54,53.26,2.72,1.08,0.03,18.43,8.41,2001.0,Wardha
96.97,28.05,10.78,2.4,46.55,7.7,0.56,47.48,2.45,1.1,0.03,18.95,8.65,2002.0,Wardha
96.99,27.46,11.74,2.31,47.05,7.54,0.55,52.87,3.11,1.1,0.03,18.77,8.57,2003.0,Wardha
97.0,27.82,11.21,2.24,46.91,8.03,0.58,45.91,1.97,1.13,0.03,19.45,8.86,2004.0,Wardha
96.98,27.05,11.32,2.26,46.69,7.81,0.55,49.71,3.08,1.09,0.03,18.77,8.54,2005.0,Wardha
96.99,27.02,12.25,2.14,46.59,7.68,0.55,50.45,3.53,1.09,0.03,18.65,8.52,2006.0,Wardha
96.96,27.41,11.37,2.15,45.64,9.67,0.56,50.02,2.57,1.11,0.03,19.07,8.66,2007.0,Wardha
96.95,27.24,11.2,2.15,45.61,8.04,0.55,50.69,2.34,1.07,0.03,18.6,8.45,2008.0,Wardha
96.95,28.31,11.21,2.19,46.65,9.79,0.56,49.12,2.55,1.1,0.03,19.1,8.64,2009.0,Wardha
96.94,27.98,12.12,2.16,47.32,6.91,0.54,51.99,3.56,1.08,0.03,18.43,8.4,2010.0,Wardha
96.94,26.89,11.84,2.07,45.81,5.34,0.55,48.87,2.5,1.08,0.03,18.76,8.53,2011.0,Wardha
96.93,27.27,11.18,2.34,46.23,6.2,0.54,50.8,2.96,1.06,0.03,18.39,8.32,2012.0,Wardha
96.93,26.88,12.31,2.29,48.0,7.52,0.52,52.71,3.89,1.01,0.03,17.49,7.95,2013.0,Wardha
97.05,27.82,11.68,2.3,47.81,8.08,0.54,52.83,2.33,1.06,0.03,18.43,8.37,2014.0,Wardha
97.1,27.27,12.18,2.2,46.87,7.71,0.55,49.37,3.35,1.07,0.03,18.64,8.44,2015.0,Wardha
97.0,27.6,11.58,2.2,46.17,7.27,0.55,52.6,3.12,1.07,0.03,18.62,8.43,2016.0,Wardha
97.0,27.78,11.31,2.13,46.79,6.96,0.56,48.8,2.5,1.08,0.03,18.97,8.54,2017.0,Wardha
97.0,27.82,10.89,2.14,46.72,6.2,0.54,48.71,2.44,1.03,0.03,18.18,8.19,2018.0,Wardha
95.41,27.08,10.87,2.49,45.28,10.08,0.55,49.17,2.17,1.09,0.03,18.73,8.53,2001.0,Washim
95.46,27.87,10.41,2.66,45.27,8.27,0.56,45.16,2.04,1.11,0.03,19.04,8.67,2002.0,Washim
95.46,27.62,11.09,2.65,44.79,8.41,0.56,49.22,2.13,1.11,0.03,18.93,8.62,2003.0,Washim
95.47,27.45,10.9,2.53,43.72,8.66,0.58,43.54,1.83,1.14,0.03,19.6,8.92,2004.0,Washim
95.44,26.66,11.13,2.56,44.55,8.88,0.56,46.6,2.74,1.1,0.03,18.9,8.6,2005.0,Washim
95.46,26.4,11.98,2.39,44.1,7.94,0.55,48.99,3.76,1.09,0.03,18.73,8.53,2006.0,Washim
95.41,27.07,11.12,2.41,44.33,10.11,0.57,47.66,2.32,1.11,0.03,19.22,8.72,2007.0,Washim
95.41,27.29,10.8,2.48,43.83,8.32,0.56,47.92,1.89,1.08,0.03,18.79,8.51,2008.0,Washim
95.42,27.79,11.03,2.51,44.26,9.99,0.57,46.27,2.29,1.1,0.03,19.13,8.64,2009.0,Washim
95.4,27.35,12.21,2.45,45.46,7.54,0.55,50.64,3.05,1.09,0.03,18.63,8.49,2010.0,Washim
95.4,26.86,11.38,2.42,43.7,6.48,0.55,47.61,2.21,1.08,0.03,18.76,8.51,2011.0,Washim
95.4,27.17,10.85,2.6,43.31,7.9,0.55,49.79,2.25,1.08,0.03,18.67,8.44,2012.0,Washim
95.4,26.69,11.94,2.66,44.65,9.16,0.52,50.48,2.98,1.02,0.03,17.73,8.04,2013.0,Washim
95.51,27.67,11.35,2.53,44.29,7.68,0.55,50.33,2.04,1.07,0.03,18.55,8.41,2014.0,Washim
95.56,27.65,11.41,2.48,45.15,7.78,0.56,48.2,2.44,1.08,0.03,18.79,8.5,2015.0,Washim
95.48,27.3,11.02,2.48,45.06,8.03,0.55,50.45,2.57,1.08,0.03,18.76,8.47,2016.0,Washim
95.47,27.72,10.65,2.45,44.06,8.44,0.56,48.49,1.94,1.09,0.03,19.06,8.58,2017.0,Washim
95.47,27.63,10.32,2.4,44.28,6.09,0.54,47.26,2.19,1.03,0.03,18.22,8.19,2018.0,Washim
97.13,27.46,11.46,2.28,47.14,7.77,0.54,53.26,2.71,1.08,0.03,18.43,8.41,2001.0,Yavatmal
97.17,28.29,10.86,2.5,46.74,7.6,0.56,47.48,2.5,1.1,0.03,18.95,8.65,2002.0,Yavatmal
97.19,27.76,11.74,2.42,46.71,7.45,0.55,52.87,3.06,1.1,0.03,18.77,8.57,2003.0,Yavatmal
97.19,28.05,11.25,2.34,46.15,7.94,0.58,45.91,1.99,1.13,0.03,19.45,8.86,2004.0,Yavatmal
97.17,27.23,11.44,2.35,46.62,7.73,0.55,49.71,3.16,1.09,0.03,18.77,8.54,2005.0,Yavatmal
97.19,27.22,12.35,2.24,46.24,7.48,0.55,50.45,3.58,1.09,0.03,18.65,8.52,2006.0,Yavatmal
97.15,27.78,11.38,2.2,45.82,9.91,0.56,50.02,2.6,1.11,0.03,19.07,8.66,2007.0,Yavatmal
97.14,27.44,11.29,2.21,45.75,8.25,0.55,50.69,2.44,1.07,0.03,18.6,8.45,2008.0,Yavatmal
97.14,28.45,11.31,2.28,46.38,9.49,0.56,49.12,2.54,1.1,0.03,19.1,8.64,2009.0,Yavatmal
97.13,28.16,12.29,2.28,47.31,7.24,0.54,51.99,3.63,1.08,0.03,18.43,8.4,2010.0,Yavatmal
97.13,27.34,11.82,2.2,45.75,5.28,0.55,48.87,2.48,1.08,0.03,18.76,8.53,2011.0,Yavatmal
97.12,27.57,11.25,2.41,45.87,6.35,0.54,50.8,2.94,1.06,0.03,18.39,8.32,2012.0,Yavatmal
97.13,27.17,12.33,2.45,48.05,7.8,0.52,52.71,3.91,1.01,0.03,17.49,7.95,2013.0,Yavatmal
97.24,28.26,11.7,2.37,47.14,7.84,0.54,52.83,2.36,1.06,0.03,18.43,8.37,2014.0,Yavatmal
97.29,28.13,11.9,2.34,47.3,7.19,0.55,49.37,2.74,1.07,0.03,18.64,8.44,2015.0,Yavatmal
97.2,27.94,11.53,2.31,46.71,7.52,0.55,52.6,2.87,1.07,0.03,18.62,8.43,2016.0,Yavatmal
97.19,28.45,11.01,2.29,46.43,7.95,0.56,48.8,1.93,1.08,0.03,18.97,8.54,2017.0,Yavatmal
97.2,28.22,10.78,2.23,46.52,6.07,0.54,48.71,2.38,1.03,0.03,18.18,8.19,2018.0,Yavatmal
