YEAR,DISTRICT,AREA,YIELD,PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,Nitrogen(N),Phosphorous(P),Potassium(K),Soil Type,Soil Depth
2015,Kolhapur,53.9,1900.0,94.13,26.58,12.72,2.84,41.74,9.82,0.56,50.79,2.01,1.12,0.03,19.19,8.71,Medium ,Low,Medium,Black,100-300
2016,Kolhapur,52.7,2359.0,94.09,25.82,12.46,2.96,42.77,10.6,0.54,51.53,4.29,1.08,0.03,18.53,8.39,Medium ,Low,Medium,Black,100-300
2017,Kolhapur,51.3,2138.0,94.06,25.72,12.73,2.84,42.04,11.46,0.56,50.57,3.41,1.12,0.03,19.22,8.68,Medium ,Low,Medium,Black,100-300
2001,Aurangabad,1.9,1053.0,94.56,26.9,10.47,2.63,44.31,9.85,0.57,44.74,1.73,1.12,0.03,19.33,8.75,Low,Low,High,Black,100-300
2002,Aurangabad,2.7,1519.0,94.61,27.62,10.19,2.77,44.75,8.85,0.57,41.71,1.68,1.12,0.03,19.36,8.77,Low,Low,High,Black,100-300
2003,Aurangabad,4.6,1348.0,94.6,27.62,10.72,2.75,43.89,8.46,0.58,43.96,1.68,1.15,0.03,19.71,8.91,Low,Low,High,Black,100-300
2004,Aurangabad,5.7,947.0,94.62,26.89,10.83,2.66,42.89,9.34,0.58,42.22,1.9,1.15,0.03,19.76,8.95,Low,Low,High,Black,100-300
2005,Aurangabad,8.6,1198.0,94.59,26.03,10.91,2.62,43.39,9.1,0.57,45.14,2.84,1.12,0.03,19.24,8.7,Low,Low,High,Black,100-300
2006,Aurangabad,10.0,1560.0,94.61,26.13,11.59,2.49,43.03,8.5,0.56,45.71,3.33,1.1,0.03,19.0,8.59,Low,Low,High,Black,100-300
2007,Aurangabad,8.6,1605.0,94.56,26.51,11.17,2.48,43.41,10.22,0.58,43.5,2.26,1.13,0.03,19.6,8.85,Low,Low,High,Black,100-300
2008,Aurangabad,6.2,823.0,94.56,26.9,10.66,2.62,43.07,8.36,0.57,43.59,1.73,1.1,0.03,19.23,8.66,Low,Low,High,Black,100-300
2009,Aurangabad,5.1,1114.0,94.58,27.28,10.94,2.6,43.55,9.68,0.57,42.54,2.16,1.12,0.03,19.47,8.75,Low,Low,High,Black,100-300
2010,Aurangabad,7.7,2125.0,94.55,26.84,12.11,2.47,44.87,7.47,0.55,50.29,2.58,1.1,0.03,18.85,8.56,Low,Low,High,Black,100-300
2011,Aurangabad,7.8,1421.0,94.54,26.54,11.0,2.52,42.83,6.81,0.56,42.92,2.01,1.1,0.03,19.12,8.6,Low,Low,High,Black,100-300
2012,Aurangabad,7.8,742.0,94.55,27.12,10.43,2.75,41.98,8.29,0.56,44.8,1.67,1.1,0.03,19.12,8.58,Low,Low,High,Black,100-300
2013,Aurangabad,11.5,1087.0,94.55,26.36,11.6,2.79,43.37,8.22,0.54,47.49,2.38,1.05,0.03,18.26,8.23,Low,Low,High,Black,100-300
2014,Aurangabad,18.7,455.0,94.66,27.02,11.31,2.61,42.84,7.5,0.56,45.58,1.86,1.09,0.03,18.97,8.55,Low,Low,High,Black,100-300
2015,Aurangabad,20.9,455.0,94.7,27.38,11.15,2.51,43.67,8.33,0.56,44.57,2.2,1.09,0.03,19.06,8.58,Low,Low,High,Black,100-300
2016,Aurangabad,29.3,1061.0,94.63,26.86,10.76,2.56,44.36,8.46,0.55,47.22,2.2,1.08,0.03,18.88,8.48,Low,Low,High,Black,100-300
2017,Aurangabad,26.2,439.0,94.62,26.82,10.74,2.51,42.78,8.75,0.57,46.89,2.33,1.1,0.03,19.33,8.65,Low,Low,High,Black,100-300
2001,Parbhani,16.1,1236.0,95.85,27.48,11.02,2.43,45.68,10.34,0.56,49.76,2.19,1.1,0.03,18.91,8.59,Low,Low,High,Black,100-300
2002,Parbhani,26.9,1736.0,95.89,28.25,10.62,2.57,45.32,8.78,0.57,45.01,2.07,1.12,0.03,19.26,8.75,Low,Low,High,Black,100-300
2003,Parbhani,41.9,1525.0,95.89,28.28,11.11,2.59,45.12,9.47,0.57,49.38,2.0,1.13,0.03,19.42,8.81,Low,Low,High,Black,100-300
2004,Parbhani,48.5,625.0,95.9,27.73,11.13,2.47,44.22,9.2,0.58,44.63,1.99,1.15,0.03,19.71,8.95,Low,Low,High,Black,100-300
2005,Parbhani,68.6,1017.0,95.88,27.01,11.39,2.47,45.01,9.24,0.56,46.92,2.92,1.11,0.03,19.08,8.66,Low,Low,High,Black,100-300
2006,Parbhani,78.4,1172.0,95.9,26.72,12.14,2.33,44.35,8.39,0.55,49.04,3.64,1.1,0.03,18.86,8.56,Low,Low,High,Black,100-300
2007,Parbhani,79.6,1401.0,95.85,27.41,11.3,2.35,44.39,10.44,0.57,47.34,2.36,1.13,0.03,19.45,8.81,Low,Low,High,Black,100-300
2008,Parbhani,74.0,873.0,95.85,27.49,11.08,2.41,44.39,9.45,0.56,47.39,2.08,1.09,0.03,18.93,8.55,Low,Low,High,Black,100-300
2009,Parbhani,103.5,792.0,95.86,28.16,11.18,2.44,44.49,10.55,0.57,45.81,2.3,1.11,0.03,19.34,8.72,Low,Low,High,Black,100-300
2010,Parbhani,107.9,1531.0,95.84,27.79,12.34,2.39,45.72,7.86,0.55,53.27,3.0,1.09,0.03,18.7,8.51,Low,Low,High,Black,100-300
2011,Parbhani,129.8,1191.0,95.83,27.37,11.47,2.41,43.81,7.2,0.56,47.16,2.18,1.09,0.03,18.99,8.57,Low,Low,High,Black,100-300
2012,Parbhani,135.3,1382.0,95.84,27.82,10.89,2.55,43.86,8.97,0.55,50.2,2.11,1.09,0.03,18.86,8.49,Low,Low,High,Black,100-300
2013,Parbhani,139.0,1255.0,95.84,27.24,12.09,2.59,44.69,9.87,0.53,51.71,2.94,1.04,0.03,17.98,8.13,Low,Low,High,Black,100-300
2014,Parbhani,154.6,318.0,95.95,28.08,11.53,2.45,44.48,8.38,0.55,49.39,2.04,1.08,0.03,18.79,8.49,Low,Low,High,Black,100-300
2015,Parbhani,155.7,231.0,95.99,28.37,11.42,2.44,45.65,8.41,0.56,47.61,2.15,1.09,0.03,18.96,8.55,Low,Low,High,Black,100-300
2016,Parbhani,237.23,1012.0,95.91,28.0,11.05,2.42,45.25,9.01,0.55,50.11,2.23,1.08,0.03,18.77,8.45,Low,Low,High,Black,100-300
2017,Parbhani,229.67,878.0,95.9,28.39,10.64,2.39,44.48,9.37,0.57,49.19,1.82,1.11,0.03,19.36,8.68,Low,Low,High,Black,100-300
2001,Beed,6.9,1072.0,94.46,27.22,10.69,2.77,44.32,9.71,0.56,43.75,1.63,1.13,0.03,19.33,8.8,Low,Medium,High,Black,100-300
2002,Beed,16.5,1364.0,94.51,28.03,10.33,2.79,43.43,8.86,0.57,40.74,1.51,1.14,0.03,19.52,8.89,Low,Medium,High,Black,100-300
2003,Beed,25.5,1016.0,94.5,28.32,10.65,2.83,43.67,9.67,0.57,42.73,1.31,1.15,0.03,19.64,8.95,Low,Medium,High,Black,100-300
2004,Beed,27.9,875.0,94.52,27.06,11.01,2.73,42.98,9.53,0.58,40.13,1.92,1.16,0.03,19.82,9.04,Low,Medium,High,Black,100-300
2005,Beed,36.1,1100.0,94.5,26.42,11.19,2.71,43.5,9.41,0.56,43.83,2.61,1.12,0.03,19.2,8.75,Low,Medium,High,Black,100-300
2006,Beed,42.1,819.0,94.51,26.52,11.66,2.63,42.87,8.71,0.56,43.7,2.8,1.11,0.03,19.1,8.7,Low,Medium,High,Black,100-300
2007,Beed,46.5,452.0,94.46,27.03,11.19,2.6,43.51,10.18,0.57,44.17,1.97,1.13,0.03,19.49,8.87,Low,Medium,High,Black,100-300
2008,Beed,71.4,203.0,94.46,27.08,10.95,2.69,43.01,8.91,0.57,43.95,1.76,1.11,0.03,19.34,8.77,Low,Medium,High,Black,100-300
2009,Beed,68.8,515.0,94.48,27.52,11.11,2.68,43.15,10.07,0.57,43.95,2.06,1.12,0.03,19.44,8.8,Low,Medium,High,Black,100-300
2010,Beed,70.4,1372.0,94.45,27.23,12.22,2.57,44.91,7.68,0.55,50.61,2.41,1.1,0.03,18.83,8.61,Low,Medium,High,Black,100-300
2011,Beed,76.4,1546.0,94.44,26.99,11.12,2.71,42.81,7.33,0.56,43.06,1.79,1.09,0.03,19.0,8.59,Low,Medium,High,Black,100-300
2012,Beed,76.4,1662.0,94.45,27.71,10.45,2.83,42.37,9.41,0.56,44.18,1.46,1.11,0.03,19.23,8.69,Low,Medium,High,Black,100-300
2013,Beed,93.5,1863.0,94.45,27.04,11.61,2.86,43.02,8.99,0.54,47.35,2.11,1.07,0.03,18.52,8.41,Low,Medium,High,Black,100-300
2014,Beed,113.4,352.0,94.55,27.53,11.42,2.69,42.7,8.39,0.55,46.87,1.8,1.09,0.03,18.88,8.56,Low,Medium,High,Black,100-300
2015,Beed,145.1,164.0,94.6,28.02,11.2,2.65,43.64,8.75,0.56,45.4,1.8,1.1,0.03,19.11,8.66,Low,Medium,High,Black,100-300
2016,Beed,169.2,782.0,94.53,27.38,10.8,2.65,43.39,9.21,0.55,46.0,1.98,1.08,0.03,18.73,8.47,Low,Medium,High,Black,100-300
2017,Beed,181.3,708.0,94.52,27.48,10.71,2.6,43.2,8.72,0.56,48.8,1.96,1.1,0.03,19.29,8.68,Low,Medium,High,Black,100-300
2001,Nanded,21.3,1610.0,96.23,27.66,11.36,2.41,45.86,10.37,0.55,52.77,2.24,1.09,0.03,18.58,8.47,Low,Low,High,Black,100-300
2002,Nanded,39.7,1378.0,96.27,28.42,11.02,2.48,45.29,8.9,0.56,47.29,2.19,1.11,0.03,19.14,8.72,Low,Low,High,Black,100-300
2003,Nanded,68.5,1274.0,96.27,28.37,11.54,2.5,45.47,9.53,0.56,52.22,2.27,1.12,0.03,19.15,8.71,Low,Low,High,Black,100-300
2004,Nanded,110.3,938.0,96.29,27.89,11.53,2.46,44.47,8.68,0.58,46.54,2.01,1.15,0.03,19.57,8.91,Low,Low,High,Black,100-300
2005,Nanded,156.4,923.0,96.26,27.12,11.86,2.38,45.22,8.75,0.56,49.71,3.21,1.11,0.03,18.93,8.61,Low,Low,High,Black,100-300
2006,Nanded,169.1,702.0,96.29,26.82,12.52,2.29,44.6,7.85,0.55,51.08,3.37,1.09,0.03,18.71,8.51,Low,Low,High,Black,100-300
2007,Nanded,159.1,1083.0,96.23,27.64,11.58,2.28,44.57,10.43,0.57,50.96,2.37,1.12,0.03,19.33,8.77,Low,Low,High,Black,100-300
2008,Nanded,163.2,796.0,96.23,27.23,11.64,2.3,44.68,9.65,0.55,50.85,2.68,1.08,0.03,18.77,8.5,Low,Low,High,Black,100-300
2009,Nanded,188.3,457.0,96.24,28.4,11.41,2.36,44.85,10.92,0.57,49.44,2.26,1.11,0.03,19.23,8.68,Low,Low,High,Black,100-300
2010,Nanded,181.2,1481.0,96.22,28.12,12.5,2.32,46.13,8.46,0.54,55.39,3.01,1.08,0.03,18.43,8.4,Low,Low,High,Black,100-300
2011,Nanded,183.0,1277.0,96.22,27.71,11.63,2.42,44.39,7.81,0.55,49.62,2.15,1.09,0.03,18.88,8.54,Low,Low,High,Black,100-300
2012,Nanded,185.0,1532.0,96.22,28.2,11.05,2.47,44.43,9.16,0.55,52.92,2.02,1.08,0.03,18.74,8.46,Low,Low,High,Black,100-300
2013,Nanded,213.2,1287.0,96.22,27.49,12.45,2.5,45.57,10.35,0.52,53.66,3.15,1.03,0.03,17.74,8.04,Low,Low,High,Black,100-300
2014,Nanded,218.9,295.0,96.33,28.37,11.77,2.38,44.2,8.6,0.55,52.74,1.98,1.07,0.03,18.66,8.45,Low,Low,High,Black,100-300
2015,Nanded,276.1,316.0,96.37,28.99,11.5,2.43,46.18,8.7,0.55,50.41,1.78,1.08,0.03,18.82,8.51,Low,Low,High,Black,100-300
2016,Nanded,304.3,334.0,96.29,28.26,11.36,2.37,45.26,9.75,0.55,52.33,2.23,1.07,0.03,18.68,8.43,Low,Low,High,Black,100-300
2017,Nanded,273.5,696.0,96.28,28.77,10.78,2.31,45.2,9.65,0.57,49.62,1.69,1.1,0.03,19.25,8.65,Low,Low,High,Black,100-300
2001,Buldhana,70.5,1447.0,95.58,27.18,10.62,2.52,45.14,8.43,0.56,45.16,1.92,1.11,0.03,18.99,8.62,Low,Low,High,Black,100-300
2002,Buldhana,78.6,1252.0,95.63,27.93,10.21,2.72,45.61,8.4,0.57,42.02,1.82,1.11,0.03,19.14,8.69,Low,Low,High,Black,100-300
2003,Buldhana,87.9,1705.0,95.63,27.7,10.96,2.68,44.67,8.13,0.57,45.13,1.98,1.12,0.03,19.24,8.73,Low,Low,High,Black,100-300
2004,Buldhana,141.2,936.0,95.64,27.4,10.82,2.58,44.12,8.59,0.58,41.83,1.78,1.15,0.03,19.71,8.95,Low,Low,High,Black,100-300
2005,Buldhana,162.5,526.0,95.62,26.57,10.91,2.56,44.36,8.34,0.57,43.92,2.63,1.12,0.03,19.18,8.69,Low,Low,High,Black,100-300
2006,Buldhana,172.7,1256.0,95.63,26.58,11.77,2.41,44.22,8.18,0.56,46.4,3.53,1.1,0.03,18.8,8.55,Low,Low,High,Black,100-300
2007,Buldhana,190.5,2007.0,95.59,27.06,11.1,2.39,44.57,10.07,0.57,44.28,2.23,1.12,0.03,19.38,8.77,Low,Low,High,Black,100-300
2008,Buldhana,240.0,286.0,95.58,27.46,10.58,2.54,44.05,7.17,0.56,44.49,1.66,1.09,0.03,18.9,8.54,Low,Low,High,Black,100-300
2009,Buldhana,212.8,735.0,95.6,27.72,11.01,2.51,44.79,9.73,0.57,42.11,2.25,1.11,0.03,19.3,8.69,Low,Low,High,Black,100-300
2010,Buldhana,225.5,1845.0,95.58,27.28,12.17,2.43,45.99,7.68,0.56,49.45,2.79,1.1,0.03,18.79,8.55,Low,Low,High,Black,100-300
2011,Buldhana,258.8,1446.0,95.57,26.88,11.16,2.42,43.44,6.77,0.56,44.46,2.13,1.09,0.03,18.9,8.54,Low,Low,High,Black,100-300
2012,Buldhana,279.5,1540.0,95.58,27.14,10.68,2.62,43.24,7.21,0.55,47.62,2.04,1.08,0.03,18.76,8.46,Low,Low,High,Black,100-300
2013,Buldhana,323.2,1482.0,95.58,26.56,11.81,2.7,44.64,7.98,0.53,48.17,2.72,1.03,0.03,17.93,8.11,Low,Low,High,Black,100-300
2014,Buldhana,352.5,536.0,95.69,27.55,11.28,2.57,44.41,7.06,0.55,45.96,1.92,1.08,0.03,18.77,8.48,Low,Low,High,Black,100-300
2015,Buldhana,352.4,455.0,95.73,27.51,11.32,2.46,44.92,7.55,0.56,45.79,2.45,1.08,0.03,18.93,8.54,Low,Low,High,Black,100-300
2016,Buldhana,365.01,1928.0,95.66,27.15,10.86,2.47,46.39,7.32,0.55,48.08,2.54,1.07,0.03,18.7,8.42,Low,Low,High,Black,100-300
2017,Buldhana,370.29,1187.0,95.65,27.18,10.79,2.42,44.1,7.8,0.57,45.94,2.31,1.1,0.03,19.23,8.64,Low,Low,High,Black,100-300
2001,Akola,31.3,978.0,96.28,27.52,10.86,2.45,45.93,9.28,0.55,49.17,2.12,1.09,0.03,18.73,8.53,Low,Low,Medium,Black,100-300
2002,Akola,27.2,1504.0,96.33,28.28,10.35,2.65,46.1,8.05,0.56,45.16,1.96,1.11,0.03,19.04,8.67,Low,Low,Medium,Black,100-300
2003,Akola,30.8,1218.0,96.33,27.8,11.25,2.6,45.49,7.97,0.56,49.22,2.26,1.11,0.03,18.93,8.62,Low,Low,Medium,Black,100-300
2004,Akola,50.3,616.0,96.34,27.93,10.86,2.51,44.6,8.68,0.58,43.54,1.7,1.14,0.03,19.6,8.92,Low,Low,Medium,Black,100-300
2005,Akola,54.1,719.0,96.32,27.13,11.03,2.52,45.12,8.78,0.56,46.6,2.54,1.1,0.03,18.9,8.6,Low,Low,Medium,Black,100-300
2006,Akola,59.8,1645.0,96.33,27.03,11.96,2.35,44.87,8.14,0.55,48.99,3.69,1.09,0.03,18.73,8.53,Low,Low,Medium,Black,100-300
2007,Akola,82.6,1995.0,96.28,27.7,11.04,2.35,45.24,10.21,0.57,47.66,2.21,1.11,0.03,19.22,8.72,Low,Low,Medium,Black,100-300
2008,Akola,137.5,206.0,96.28,27.86,10.7,2.45,44.42,7.67,0.56,47.92,1.76,1.08,0.03,18.79,8.51,Low,Low,Medium,Black,100-300
2009,Akola,151.5,971.0,96.29,28.29,11.05,2.48,45.38,9.84,0.57,46.27,2.25,1.1,0.03,19.13,8.64,Low,Low,Medium,Black,100-300
2010,Akola,126.6,1883.0,96.28,27.78,12.22,2.41,46.69,7.42,0.55,50.64,3.02,1.09,0.03,18.63,8.49,Low,Low,Medium,Black,100-300
2011,Akola,140.6,1193.0,96.27,27.41,11.3,2.36,44.2,5.95,0.55,47.61,2.15,1.08,0.03,18.76,8.51,Low,Low,Medium,Black,100-300
2012,Akola,151.0,1923.0,96.28,27.44,10.9,2.55,44.23,7.55,0.55,49.79,2.31,1.08,0.03,18.67,8.44,Low,Low,Medium,Black,100-300
2013,Akola,187.1,1026.0,96.27,27.03,11.97,2.63,46.0,8.28,0.52,50.48,2.96,1.02,0.03,17.73,8.04,Low,Low,Medium,Black,100-300
2014,Akola,233.1,299.0,96.38,28.25,11.26,2.55,45.27,7.58,0.55,50.33,2.01,1.07,0.03,18.55,8.41,Low,Low,Medium,Black,100-300
2015,Akola,227.2,449.0,96.43,27.95,11.47,2.45,45.89,7.7,0.56,48.2,2.59,1.08,0.03,18.79,8.5,Low,Low,Medium,Black,100-300
2016,Akola,216.6,1411.0,96.35,27.56,11.06,2.43,46.56,7.6,0.55,50.45,2.78,1.08,0.03,18.76,8.47,Low,Low,Medium,Black,100-300
2017,Akola,204.7,703.0,96.34,27.96,10.77,2.41,45.16,8.13,0.56,48.49,2.0,1.09,0.03,19.06,8.58,Low,Low,Medium,Black,100-300
2001,Wardha,128.6,1297.0,96.94,27.18,11.4,2.18,47.17,7.89,0.54,53.26,2.72,1.08,0.03,18.43,8.41,Low,Low,High,Black,100-300
2002,Wardha,159.8,1059.0,96.97,28.05,10.78,2.4,46.55,7.7,0.56,47.48,2.45,1.1,0.03,18.95,8.65,Low,Low,High,Black,100-300
2003,Wardha,173.8,1461.0,96.99,27.46,11.74,2.31,47.05,7.54,0.55,52.87,3.11,1.1,0.03,18.77,8.57,Low,Low,High,Black,100-300
2004,Wardha,195.5,1033.0,97.0,27.82,11.21,2.24,46.91,8.03,0.58,45.91,1.97,1.13,0.03,19.45,8.86,Low,Low,High,Black,100-300
2005,Wardha,214.7,1089.0,96.98,27.05,11.32,2.26,46.69,7.81,0.55,49.71,3.08,1.09,0.03,18.77,8.54,Low,Low,High,Black,100-300
2006,Wardha,230.5,1205.0,96.99,27.02,12.25,2.14,46.59,7.68,0.55,50.45,3.53,1.09,0.03,18.65,8.52,Low,Low,High,Black,100-300
2007,Wardha,229.2,1332.0,96.96,27.41,11.37,2.15,45.64,9.67,0.56,50.02,2.57,1.11,0.03,19.07,8.66,Low,Low,High,Black,100-300
2008,Wardha,249.9,585.0,96.95,27.24,11.2,2.15,45.61,8.04,0.55,50.69,2.34,1.07,0.03,18.6,8.45,Low,Low,High,Black,100-300
2009,Wardha,178.9,581.0,96.95,28.31,11.21,2.19,46.65,9.79,0.56,49.12,2.55,1.1,0.03,19.1,8.64,Low,Low,High,Black,100-300
2010,Wardha,137.8,1100.0,96.94,27.98,12.12,2.16,47.32,6.91,0.54,51.99,3.56,1.08,0.03,18.43,8.4,Low,Low,High,Black,100-300
2011,Wardha,173.0,871.0,96.94,26.89,11.84,2.07,45.81,5.34,0.55,48.87,2.5,1.08,0.03,18.76,8.53,Low,Low,High,Black,100-300
2012,Wardha,176.7,1068.0,96.93,27.27,11.18,2.34,46.23,6.2,0.54,50.8,2.96,1.06,0.03,18.39,8.32,Low,Low,High,Black,100-300
2013,Wardha,185.6,656.0,96.93,26.88,12.31,2.29,48.0,7.52,0.52,52.71,3.89,1.01,0.03,17.49,7.95,Low,Low,High,Black,100-300
2014,Wardha,154.2,435.0,97.05,27.82,11.68,2.3,47.81,8.08,0.54,52.83,2.33,1.06,0.03,18.43,8.37,Low,Low,High,Black,100-300
2015,Wardha,139.8,440.0,97.1,27.27,12.18,2.2,46.87,7.71,0.55,49.37,3.35,1.07,0.03,18.64,8.44,Low,Low,High,Black,100-300
2016,Wardha,127.2,1182.0,97.0,27.6,11.58,2.2,46.17,7.27,0.55,52.6,3.12,1.07,0.03,18.62,8.43,Low,Low,High,Black,100-300
2017,Wardha,116.1,1528.0,97.0,27.78,11.31,2.13,46.79,6.96,0.56,48.8,2.5,1.08,0.03,18.97,8.54,Low,Low,High,Black,100-300
2001,Nagpur,193.3,1000.0,97.53,27.19,11.74,2.03,47.85,7.79,0.54,56.2,3.23,1.08,0.03,18.22,8.32,Low,Low,High,Black,100-300
2002,Nagpur,206.9,1077.0,97.56,28.0,11.12,2.24,47.13,7.82,0.55,51.79,2.84,1.09,0.03,18.63,8.5,Low,Low,High,Black,100-300
2003,Nagpur,218.5,1270.0,97.58,27.54,12.03,2.18,47.94,7.61,0.54,55.47,3.67,1.08,0.03,18.25,8.35,Low,Low,High,Black,100-300
2004,Nagpur,234.8,733.0,97.59,27.75,11.62,2.08,46.9,7.45,0.57,49.53,2.36,1.12,0.03,19.02,8.67,Low,Low,High,Black,100-300
2005,Nagpur,244.8,1052.0,97.57,27.13,11.68,2.07,46.96,7.84,0.55,53.26,3.71,1.08,0.03,18.36,8.35,Low,Low,High,Black,100-300
2006,Nagpur,263.5,1315.0,97.58,27.36,12.37,2.01,46.42,7.86,0.54,52.41,3.65,1.08,0.03,18.26,8.34,Low,Low,High,Black,100-300
2007,Nagpur,277.5,1366.0,97.55,27.69,11.54,2.04,46.37,9.84,0.56,51.46,3.06,1.09,0.03,18.72,8.51,Low,Low,High,Black,100-300
2008,Nagpur,303.2,848.0,97.54,27.2,11.59,2.0,46.05,7.76,0.55,51.79,2.84,1.07,0.03,18.32,8.33,Low,Low,High,Black,100-300
2009,Nagpur,285.1,771.0,97.54,28.32,11.5,2.0,47.21,9.77,0.56,50.17,2.94,1.1,0.03,18.86,8.54,Low,Low,High,Black,100-300
2010,Nagpur,242.4,1184.0,97.53,28.16,12.26,2.0,47.67,6.79,0.55,54.17,4.15,1.09,0.03,18.43,8.41,Low,Low,High,Black,100-300
2011,Nagpur,241.2,652.0,97.53,27.09,12.08,1.93,46.21,5.42,0.55,49.26,2.99,1.07,0.03,18.39,8.36,Low,Low,High,Black,100-300
2012,Nagpur,237.1,1006.0,97.52,27.45,11.38,2.14,47.15,5.39,0.54,52.71,3.61,1.05,0.03,17.99,8.15,Low,Low,High,Black,100-300
2013,Nagpur,232.8,429.0,97.52,27.21,12.48,2.17,48.42,7.96,0.51,54.68,4.71,1.01,0.03,17.3,7.88,Low,Low,High,Black,100-300
2014,Nagpur,220.4,361.0,97.64,27.8,12.01,2.17,47.96,7.6,0.54,54.51,2.78,1.07,0.03,18.26,8.31,Low,Low,High,Black,100-300
2015,Nagpur,199.7,387.0,97.7,27.44,12.48,2.04,47.49,7.18,0.54,52.46,3.77,1.05,0.03,18.27,8.28,Low,Low,High,Black,100-300
2016,Nagpur,172.4,1183.0,97.59,27.69,11.92,2.05,46.92,7.13,0.54,53.99,3.45,1.06,0.03,18.26,8.28,Low,Low,High,Black,100-300
2017,Nagpur,151.1,1141.0,97.59,27.9,11.63,1.98,46.99,6.69,0.56,47.77,3.05,1.09,0.03,18.87,8.52,Low,Low,High,Black,100-300
2001,Bhandara,7.2,1139.0,97.53,27.19,11.74,2.03,47.85,7.79,0.54,56.2,3.23,1.08,0.03,18.22,8.32,Low,Low,High,Black,100-300
2002,Bhandara,9.3,1043.0,97.56,28.0,11.12,2.24,47.13,7.82,0.55,51.79,2.84,1.09,0.03,18.63,8.5,Low,Low,High,Black,100-300
2003,Bhandara,8.2,1683.0,97.58,27.54,12.03,2.18,47.94,7.61,0.54,55.47,3.67,1.08,0.03,18.25,8.35,Low,Low,High,Black,100-300
2004,Bhandara,9.5,937.0,97.59,27.75,11.62,2.08,46.9,7.45,0.57,49.53,2.36,1.12,0.03,19.02,8.67,Low,Low,High,Black,100-300
2005,Bhandara,8.5,894.0,97.57,27.13,11.68,2.07,46.96,7.84,0.55,53.26,3.71,1.08,0.03,18.36,8.35,Low,Low,High,Black,100-300
2006,Bhandara,8.6,837.0,97.58,27.36,12.37,2.01,46.42,7.86,0.54,52.41,3.65,1.08,0.03,18.26,8.34,Low,Low,High,Black,100-300
2007,Bhandara,9.0,1144.0,97.55,27.69,11.54,2.04,46.37,9.84,0.56,51.46,3.06,1.09,0.03,18.72,8.51,Low,Low,High,Black,100-300
2008,Bhandara,8.4,1190.0,97.54,27.2,11.59,2.0,46.05,7.76,0.55,51.79,2.84,1.07,0.03,18.32,8.33,Low,Low,High,Black,100-300
2009,Bhandara,7.9,814.0,97.54,28.32,11.5,2.0,47.21,9.77,0.56,50.17,2.94,1.1,0.03,18.86,8.54,Low,Low,High,Black,100-300
2010,Bhandara,7.0,1723.0,97.53,28.16,12.26,2.0,47.67,6.79,0.55,54.17,4.15,1.09,0.03,18.43,8.41,Low,Low,High,Black,100-300
2011,Bhandara,6.9,687.0,97.53,27.09,12.08,1.93,46.21,5.42,0.55,49.26,2.99,1.07,0.03,18.39,8.36,Low,Low,High,Black,100-300
2012,Bhandara,7.1,807.0,97.52,27.45,11.38,2.14,47.15,5.39,0.54,52.71,3.61,1.05,0.03,17.99,8.15,Low,Low,High,Black,100-300
2013,Bhandara,7.0,400.0,97.52,27.21,12.48,2.17,48.42,7.96,0.51,54.68,4.71,1.01,0.03,17.3,7.88,Low,Low,High,Black,100-300
2014,Bhandara,8.1,457.0,97.64,27.8,12.01,2.17,47.96,7.6,0.54,54.51,2.78,1.07,0.03,18.26,8.31,Low,Low,High,Black,100-300
2015,Bhandara,6.6,136.0,97.7,27.44,12.48,2.04,47.49,7.18,0.54,52.46,3.77,1.05,0.03,18.27,8.28,Low,Low,High,Black,100-300
2016,Bhandara,11.8,1127.0,97.59,27.69,11.92,2.05,46.92,7.13,0.54,53.99,3.45,1.06,0.03,18.26,8.28,Low,Low,High,Black,100-300
2017,Bhandara,5.3,1208.0,97.59,27.9,11.63,1.98,46.99,6.69,0.56,47.77,3.05,1.09,0.03,18.87,8.52,Low,Low,High,Black,100-300
2001,Chandrapur,113.8,1331.0,98.15,27.82,12.18,2.11,47.64,8.57,0.53,58.48,2.75,1.05,0.03,17.93,8.2,Low,Low,High,Mixed Red & Black,50-100
2002,Chandrapur,123.0,1166.0,98.19,28.57,11.63,2.25,47.26,9.26,0.56,52.17,2.81,1.11,0.03,18.99,8.69,Low,Low,High,Mixed Red & Black,50-100
2003,Chandrapur,136.7,1188.0,98.2,28.29,12.39,2.24,48.19,8.29,0.55,57.8,3.44,1.1,0.03,18.6,8.52,Low,Low,High,Mixed Red & Black,50-100
2004,Chandrapur,164.6,981.0,98.22,28.16,12.17,2.18,46.51,7.89,0.56,51.56,2.24,1.12,0.03,19.01,8.7,Low,Low,High,Mixed Red & Black,50-100
2005,Chandrapur,161.7,1074.0,98.19,27.64,12.28,2.06,47.32,7.91,0.54,56.8,3.75,1.09,0.03,18.51,8.46,Low,Low,High,Mixed Red & Black,50-100
2006,Chandrapur,172.5,1225.0,98.21,27.71,12.88,2.02,46.02,7.99,0.55,53.12,3.79,1.09,0.03,18.61,8.51,Low,Low,High,Mixed Red & Black,50-100
