YEAR,DISTRICT,AREA,YIELD,PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,Nitrogen(N),Phosphorous(P),Potassium(K),Soil Type,Soil Depth
2004,Mandla,0.54,741.0,94.1,24.76,11.0,2.05,47.88,18.58,8.38,24.38,3.32,56.61,0.7,0.7,38.9,Medium ,High,Medium,Black,100-300
2005,Mandla,0.55,709.0,94.08,24.71,10.8,2.06,52.77,18.01,8.1,24.37,4.48,56.15,0.72,0.72,38.76,Medium ,High,Medium,Black,100-300
2006,Mandla,1.25,640.0,94.09,25.45,11.13,2.09,50.7,17.99,8.14,24.98,2.95,54.85,0.69,0.69,37.85,Medium ,High,Medium,Black,100-300
2007,Mandla,2.5,720.0,94.07,24.97,10.87,2.07,48.35,18.32,8.25,24.59,3.47,54.93,0.71,0.71,35.21,Medium ,High,Medium,Black,100-300
2008,Mandla,2.4,875.0,94.05,24.97,10.72,2.02,49.53,18.12,8.15,24.47,3.39,54.33,0.7,0.7,39.15,Medium ,High,Medium,Black,100-300
2009,Mandla,2.3,739.0,94.06,25.94,10.62,2.03,46.71,18.68,8.38,25.4,3.09,52.62,0.68,0.68,36.82,Medium ,High,Medium,Black,100-300
2010,Mandla,2.3,913.0,94.06,25.9,11.2,1.99,51.3,18.48,8.34,25.31,3.57,55.21,0.7,0.7,38.91,Medium ,High,Medium,Black,100-300
2011,Mandla,2.4,625.0,94.04,24.75,11.25,1.99,47.8,17.87,8.04,24.28,4.26,56.69,0.71,0.71,40.33,Medium ,High,Medium,Black,100-300
2012,Mandla,3.11,611.0,94.03,24.77,10.64,2.11,50.56,17.82,7.99,24.37,3.8,54.97,0.71,0.71,41.29,Medium ,High,Medium,Black,100-300
2013,Mandla,1.9,68.0,94.04,24.59,11.75,2.06,52.83,17.15,7.73,24.14,5.2,60.89,0.75,0.74,41.18,Medium ,High,Medium,Black,100-300
2014,Mandla,11.0,1273.0,94.14,24.7,11.49,2.13,52.25,17.9,8.06,24.31,3.47,59.29,0.7,0.7,41.51,Medium ,High,Medium,Black,100-300
2015,Mandla,3.0,1333.0,94.2,25.0,11.54,2.03,52.25,17.83,8.01,24.51,3.05,58.36,0.69,0.69,39.59,Medium ,High,Medium,Black,100-300
2016,Mandla,1.0,1000.0,94.1,25.45,11.12,2.01,53.35,17.68,7.94,25.01,3.25,54.7,0.71,0.71,39.88,Medium ,High,Medium,Black,100-300
2017,Mandla,2.7,133.0,94.1,25.95,10.67,1.96,46.42,18.52,8.29,25.37,2.66,51.66,0.68,0.67,39.96,Medium ,High,Medium,Black,100-300
1990,Sagar,66.48,917.0,95.55,25.19,11.05,2.34,57.83,17.95,8.39,24.77,3.97,55.02,0.72,0.72,37.11,High,Medium,High,Black,100-300
1991,Sagar,77.75,724.0,95.57,25.85,9.51,2.38,50.86,19.38,9.04,25.35,2.54,46.62,0.66,0.67,43.21,High,Medium,High,Black,100-300
1992,Sagar,89.24,793.0,95.62,26.07,9.3,2.19,52.36,19.37,9.02,25.43,2.34,45.64,0.66,0.67,41.71,High,Medium,High,Black,100-300
1993,Sagar,110.1,749.0,95.61,25.58,9.91,2.27,54.28,19.28,8.98,25.2,2.96,48.36,0.67,0.68,40.49,High,Medium,High,Black,100-300
1994,Sagar,73.6,719.0,95.56,25.26,10.07,2.2,52.8,19.17,8.92,24.92,3.52,50.24,0.7,0.7,42.89,High,Medium,High,Black,100-300
1995,Sagar,124.9,1055.0,95.57,25.6,10.18,2.25,50.33,19.32,9.06,25.11,2.95,50.21,0.67,0.68,42.19,High,Medium,High,Black,100-300
1996,Sagar,149.2,965.0,95.54,25.37,10.17,2.14,48.35,19.26,9.03,24.94,3.61,51.34,0.69,0.69,41.22,High,Medium,High,Black,100-300
1997,Sagar,181.4,879.0,95.67,24.84,10.88,2.25,51.75,18.98,8.93,24.28,3.45,55.72,0.7,0.7,38.75,High,Medium,High,Black,100-300
1998,Sagar,155.6,508.0,95.59,25.34,11.14,2.1,46.73,19.04,8.93,25.0,2.51,55.31,0.69,0.69,43.12,High,Medium,High,Black,100-300
1999,Sagar,152.6,685.0,95.52,25.37,9.99,2.21,41.74,18.71,8.66,25.1,2.85,49.63,0.69,0.69,39.96,High,Medium,High,Black,100-300
2000,Sagar,147.7,821.0,95.49,25.94,9.08,2.36,35.95,19.35,9.02,25.44,1.79,41.28,0.63,0.64,40.39,High,Medium,High,Black,100-300
2001,Sagar,167.4,681.0,95.56,25.38,10.23,2.14,46.37,18.53,8.41,24.97,2.8,48.51,0.68,0.68,40.28,High,Medium,High,Black,100-300
2002,Sagar,152.6,476.0,95.58,26.46,9.61,2.31,43.23,18.84,8.53,25.88,2.33,45.89,0.64,0.65,41.04,High,Medium,High,Black,100-300
2003,Sagar,162.4,990.0,95.61,25.45,10.77,2.21,46.67,18.26,8.28,24.99,3.21,54.77,0.71,0.71,41.53,High,Medium,High,Black,100-300
2004,Sagar,194.81,833.0,95.6,25.77,10.38,2.16,41.65,18.88,8.54,25.36,2.52,51.53,0.67,0.67,41.15,High,Medium,High,Black,100-300
2005,Sagar,168.77,834.0,95.59,25.47,10.21,2.21,45.73,18.77,8.46,25.01,3.16,51.21,0.69,0.69,38.65,High,Medium,High,Black,100-300
2006,Sagar,202.91,836.0,95.58,25.91,10.86,2.11,47.6,18.23,8.29,25.61,3.7,51.98,0.69,0.69,38.08,High,Medium,High,Black,100-300
2007,Sagar,321.8,576.0,95.57,25.44,10.47,2.1,43.94,18.6,8.4,25.14,2.84,51.42,0.69,0.69,38.02,High,Medium,High,Black,100-300
2008,Sagar,303.0,893.0,95.56,25.24,10.69,2.04,45.74,18.45,8.32,24.8,2.85,52.82,0.7,0.7,39.52,High,Medium,High,Black,100-300
2009,Sagar,308.5,914.0,95.57,26.38,10.49,2.14,42.88,18.75,8.45,25.81,2.66,51.25,0.66,0.66,37.61,High,Medium,High,Black,100-300
2010,Sagar,303.6,1338.0,95.56,26.21,10.98,2.03,46.88,18.78,8.51,25.69,2.73,54.13,0.69,0.69,40.71,High,Medium,High,Black,100-300
2011,Sagar,273.0,994.0,95.54,25.28,10.97,2.04,42.99,18.19,8.24,24.81,4.41,54.98,0.72,0.72,43.11,High,Medium,High,Black,100-300
2012,Sagar,335.22,1308.0,95.53,25.44,10.16,2.26,46.26,18.22,8.22,24.92,2.8,50.53,0.68,0.68,41.69,High,Medium,High,Black,100-300
2013,Sagar,351.74,426.0,95.55,24.92,11.46,2.18,48.81,17.42,7.89,24.48,4.59,57.99,0.71,0.71,43.27,High,Medium,High,Black,100-300
2014,Sagar,149.0,1262.0,95.65,25.58,10.82,2.26,46.74,18.49,8.37,25.07,2.79,54.77,0.67,0.68,43.77,High,Medium,High,Black,100-300
2015,Sagar,314.0,783.0,95.71,25.4,11.06,2.14,47.2,17.93,8.1,24.91,3.13,55.3,0.68,0.68,41.87,High,Medium,High,Black,100-300
2016,Sagar,290.0,534.0,95.61,25.78,10.74,2.09,47.85,18.02,8.12,25.48,3.92,51.84,0.7,0.71,42.25,High,Medium,High,Black,100-300
2017,Sagar,216.2,588.0,95.6,26.49,10.18,2.16,45.57,18.34,8.26,25.89,2.15,47.5,0.64,0.64,41.67,High,Medium,High,Black,100-300
1990,Damoh,9.5,742.0,96.25,25.47,11.21,2.25,61.48,18.53,8.57,25.08,3.98,55.35,0.72,0.72,37.63,Medium ,Low,High,Black,100-300
1991,Damoh,14.7,548.0,96.26,26.17,9.73,2.28,58.48,19.34,8.94,25.67,2.56,47.26,0.66,0.66,43.51,Medium ,Low,High,Black,100-300
1992,Damoh,22.09,750.0,96.32,26.28,9.53,2.08,56.65,19.72,9.07,25.72,2.59,46.25,0.66,0.66,41.27,Medium ,Low,High,Black,100-300
1993,Damoh,41.3,933.0,96.3,25.7,10.14,2.16,59.93,19.32,8.94,25.45,3.27,49.13,0.68,0.68,41.25,Medium ,Low,High,Black,100-300
1994,Damoh,39.0,821.0,96.26,25.57,10.21,2.11,59.48,18.88,8.71,25.25,4.01,50.5,0.69,0.69,42.57,Medium ,Low,High,Black,100-300
1995,Damoh,54.6,985.0,96.26,25.8,10.41,2.16,57.38,18.87,8.81,25.4,2.89,50.84,0.67,0.67,42.18,Medium ,Low,High,Black,100-300
1996,Damoh,67.9,885.0,96.24,25.69,10.32,2.04,56.75,18.64,8.64,25.27,3.0,51.52,0.67,0.68,41.97,Medium ,Low,High,Black,100-300
1997,Damoh,82.2,889.0,96.37,25.11,10.99,2.16,60.55,18.15,8.43,24.61,3.52,55.7,0.7,0.7,39.01,Medium ,Low,High,Black,100-300
1998,Damoh,68.9,540.0,96.29,25.52,11.38,2.02,49.61,18.77,8.74,25.24,2.46,56.16,0.68,0.68,43.06,Medium ,Low,High,Black,100-300
1999,Damoh,56.1,715.0,96.21,25.6,10.17,2.12,42.04,18.85,8.61,25.42,3.3,50.09,0.69,0.69,40.21,Medium ,Low,High,Black,100-300
2000,Damoh,56.1,519.0,96.18,25.99,9.42,2.22,36.46,19.44,8.93,25.6,1.92,42.92,0.63,0.63,40.78,Medium ,Low,High,Black,100-300
2001,Damoh,50.0,782.0,96.25,25.49,10.55,2.06,47.73,18.48,8.4,25.16,3.2,49.94,0.68,0.68,40.49,Medium ,Low,High,Black,100-300
2002,Damoh,26.4,462.0,96.27,26.4,9.97,2.22,44.36,18.68,8.47,25.98,2.68,47.99,0.65,0.65,41.07,Medium ,Low,High,Black,100-300
2003,Damoh,32.3,1015.0,96.31,25.62,11.0,2.11,48.43,18.19,8.27,25.2,3.84,55.88,0.71,0.71,42.15,Medium ,Low,High,Black,100-300
2004,Damoh,44.88,952.0,96.3,25.72,10.73,2.05,43.18,18.94,8.58,25.46,2.79,53.41,0.67,0.68,41.18,Medium ,Low,High,Black,100-300
2005,Damoh,45.3,1031.0,96.29,25.49,10.57,2.1,46.17,18.69,8.44,25.16,3.86,53.25,0.7,0.7,39.06,Medium ,Low,High,Black,100-300
2006,Damoh,54.56,836.0,96.28,26.25,10.96,2.06,47.13,18.31,8.33,25.97,2.98,51.78,0.67,0.67,38.43,Medium ,Low,High,Black,100-300
2007,Damoh,108.7,573.0,96.27,25.74,10.63,2.02,45.13,18.66,8.44,25.44,2.69,51.61,0.67,0.67,38.36,Medium ,Low,High,Black,100-300
2008,Damoh,93.0,1176.0,96.26,25.47,10.89,1.96,46.29,18.48,8.35,25.05,2.98,53.57,0.69,0.69,39.83,Medium ,Low,High,Black,100-300
2009,Damoh,91.0,1119.0,96.27,26.56,10.62,2.05,43.44,18.9,8.53,26.07,2.88,51.55,0.66,0.66,38.11,Medium ,Low,High,Black,100-300
2010,Damoh,62.1,1383.0,96.26,26.43,11.13,1.94,47.54,18.81,8.53,26.0,3.13,54.32,0.69,0.7,40.92,Medium ,Low,High,Black,100-300
2011,Damoh,73.0,1240.0,96.24,25.44,11.17,1.93,44.54,18.33,8.32,25.06,4.1,55.53,0.71,0.71,43.1,Medium ,Low,High,Black,100-300
2012,Damoh,102.71,1265.0,96.23,25.58,10.43,2.13,46.65,18.26,8.25,25.19,3.11,51.77,0.69,0.69,42.25,Medium ,Low,High,Black,100-300
2013,Damoh,128.58,504.0,96.25,25.08,11.72,2.06,49.45,17.52,7.93,24.74,4.83,58.97,0.72,0.72,43.34,Medium ,Low,High,Black,100-300
2014,Damoh,98.0,1184.0,96.34,25.69,11.08,2.11,47.0,18.53,8.4,25.29,2.76,55.67,0.66,0.66,44.14,Medium ,Low,High,Black,100-300
2015,Damoh,103.0,1311.0,96.41,25.58,11.34,2.01,47.9,18.16,8.21,25.18,2.89,56.12,0.67,0.67,41.8,Medium ,Low,High,Black,100-300
2016,Damoh,70.0,857.0,96.3,26.0,11.01,1.99,49.28,18.1,8.17,25.75,4.05,52.75,0.7,0.7,42.02,Medium ,Low,High,Black,100-300
2017,Damoh,66.5,1350.0,96.29,26.81,10.35,2.06,44.3,18.6,8.38,26.25,2.16,47.8,0.63,0.64,42.03,Medium ,Low,High,Black,100-300
1990,Tikamgarh,17.47,1166.0,95.04,25.68,10.95,2.76,56.48,18.26,8.76,24.9,2.95,54.31,0.69,0.69,38.75,Medium ,Medium,Medium,Black,100-300
1991,Tikamgarh,21.84,1042.0,95.06,26.39,9.05,2.73,50.73,19.16,9.08,25.45,1.84,43.53,0.65,0.65,44.11,Medium ,Medium,Medium,Black,100-300
1992,Tikamgarh,34.59,1295.0,95.11,26.2,9.32,2.75,52.72,19.59,9.34,25.18,1.75,45.54,0.64,0.65,39.32,Medium ,Medium,Medium,Black,100-300
1993,Tikamgarh,43.95,1494.0,95.11,26.08,9.87,2.79,52.35,19.73,9.39,25.18,2.34,47.92,0.66,0.67,38.25,Medium ,Medium,Medium,Black,100-300
1994,Tikamgarh,50.1,1246.0,95.05,25.36,9.93,2.73,51.14,19.12,9.11,24.65,3.02,50.24,0.69,0.7,40.37,Medium ,Medium,Medium,Black,100-300
1995,Tikamgarh,59.6,1310.0,95.04,26.12,9.77,2.67,47.64,19.43,9.29,25.13,2.49,47.53,0.65,0.66,39.28,Medium ,Medium,Medium,Black,100-300
1996,Tikamgarh,64.5,1319.0,95.02,25.83,10.03,2.67,46.7,19.06,9.08,24.97,2.63,49.91,0.68,0.68,38.34,Medium ,Medium,Medium,Black,100-300
1997,Tikamgarh,72.0,1324.0,95.14,25.36,10.89,2.67,48.99,18.93,9.05,24.44,2.63,55.05,0.67,0.68,37.9,Medium ,Medium,Medium,Black,100-300
1998,Tikamgarh,68.9,1086.0,95.05,26.12,10.85,2.54,45.25,19.18,9.16,25.28,2.33,52.18,0.67,0.68,40.16,Medium ,Medium,Medium,Black,100-300
1999,Tikamgarh,56.5,963.0,95.02,25.87,9.96,2.74,38.83,19.14,9.1,25.05,2.17,48.96,0.65,0.65,37.41,Medium ,Medium,Medium,Black,100-300
2000,Tikamgarh,51.8,745.0,94.98,26.28,9.01,2.71,33.62,19.51,9.22,25.42,1.67,41.34,0.63,0.64,37.49,Medium ,Medium,Medium,Black,100-300
2001,Tikamgarh,46.9,1145.0,95.03,26.71,9.47,2.62,40.14,18.98,8.54,25.64,1.4,43.34,0.63,0.63,37.99,Medium ,Medium,Medium,Black,100-300
2002,Tikamgarh,30.2,603.0,95.07,26.75,9.48,2.82,35.9,19.39,8.71,25.77,1.68,44.13,0.63,0.64,39.53,Medium ,Medium,Medium,Black,100-300
2003,Tikamgarh,29.5,1444.0,95.09,25.7,10.71,2.69,39.03,18.85,8.48,25.06,3.01,53.46,0.7,0.71,37.52,Medium ,Medium,Medium,Black,100-300
2004,Tikamgarh,30.69,865.0,95.08,26.18,10.31,2.6,38.95,19.21,8.65,25.42,2.17,49.84,0.67,0.67,36.85,Medium ,Medium,Medium,Black,100-300
2005,Tikamgarh,28.35,923.0,95.06,26.12,9.73,2.58,39.61,19.3,8.64,25.22,2.1,46.89,0.65,0.65,36.9,Medium ,Medium,Medium,Black,100-300
2006,Tikamgarh,24.87,679.0,95.06,26.07,10.84,2.53,39.77,18.75,8.45,25.39,3.02,52.68,0.69,0.7,36.27,Medium ,Medium,Medium,Black,100-300
2007,Tikamgarh,32.9,435.0,95.03,26.04,10.5,2.43,40.03,19.21,8.65,25.35,2.47,50.68,0.68,0.68,34.98,Medium ,Medium,Medium,Black,100-300
2008,Tikamgarh,37.1,1178.0,95.03,26.37,9.87,2.63,43.22,18.81,8.43,25.35,1.53,46.83,0.63,0.64,37.9,Medium ,Medium,Medium,Black,100-300
2009,Tikamgarh,36.7,1215.0,95.06,26.75,10.59,2.64,36.61,19.32,8.66,25.84,2.51,51.03,0.65,0.65,36.04,Medium ,Medium,Medium,Black,100-300
2010,Tikamgarh,31.5,1267.0,95.03,26.5,11.25,2.48,41.08,19.09,8.59,25.69,2.37,54.69,0.67,0.68,38.76,Medium ,Medium,Medium,Black,100-300
2011,Tikamgarh,46.8,769.0,95.01,25.93,10.59,2.51,38.26,18.64,8.39,25.09,2.58,51.82,0.68,0.69,38.74,Medium ,Medium,Medium,Black,100-300
2012,Tikamgarh,54.17,710.0,95.03,25.67,10.12,2.77,43.47,18.53,8.31,24.78,2.37,49.4,0.67,0.67,37.85,Medium ,Medium,Medium,Black,100-300
2013,Tikamgarh,60.6,555.0,95.04,25.05,11.23,2.64,46.58,17.53,7.9,24.37,3.77,56.73,0.72,0.73,39.32,Medium ,Medium,Medium,Black,100-300
2014,Tikamgarh,76.0,1658.0,95.14,26.13,10.61,2.71,41.42,18.76,8.43,25.14,2.23,52.9,0.67,0.68,39.52,Medium ,Medium,Medium,Black,100-300
2015,Tikamgarh,47.0,617.0,95.18,25.96,10.63,2.67,40.76,18.43,8.28,25.15,3.16,52.14,0.67,0.67,38.89,Medium ,Medium,Medium,Black,100-300
2016,Tikamgarh,22.0,909.0,95.11,25.81,10.45,2.57,44.09,18.52,8.31,25.25,2.89,50.96,0.7,0.7,40.99,Medium ,Medium,Medium,Black,100-300
2017,Tikamgarh,23.5,574.0,95.09,25.92,10.33,2.55,42.15,18.74,8.39,25.28,2.27,49.77,0.67,0.68,39.43,Medium ,Medium,Medium,Black,100-300
1990,Chhatarpur,4.65,774.0,97.83,26.03,11.0,2.1,60.79,18.92,8.59,25.87,2.99,52.03,0.65,0.66,38.7,Medium ,Low,High,Mixed Red & Black,50-100
1991,Chhatarpur,5.94,544.0,97.85,26.62,9.55,2.14,57.37,19.68,8.93,26.3,1.95,45.03,0.59,0.6,44.83,Medium ,Low,High,Mixed Red & Black,50-100
1992,Chhatarpur,10.41,678.0,97.9,26.74,9.48,2.01,55.49,20.06,9.06,26.39,2.22,44.51,0.61,0.61,43.38,Medium ,Low,High,Mixed Red & Black,50-100
1993,Chhatarpur,17.8,825.0,97.88,26.5,9.8,2.12,59.91,19.64,8.89,26.36,2.26,45.1,0.59,0.6,43.62,Medium ,Low,High,Mixed Red & Black,50-100
1994,Chhatarpur,24.8,742.0,97.84,26.3,9.93,1.97,57.61,19.41,8.82,26.14,2.57,46.67,0.62,0.62,44.02,Medium ,Low,High,Mixed Red & Black,50-100
1995,Chhatarpur,30.1,588.0,97.84,26.5,10.14,2.09,54.71,19.39,8.85,26.18,2.56,47.5,0.61,0.62,43.27,Medium ,Low,High,Mixed Red & Black,50-100
1996,Chhatarpur,37.5,701.0,97.82,25.88,10.44,1.94,53.33,18.77,8.51,25.79,2.74,50.56,0.63,0.64,43.58,Medium ,Low,High,Mixed Red & Black,50-100
1997,Chhatarpur,43.9,763.0,97.95,25.67,10.82,2.08,61.21,18.46,8.4,25.28,2.81,52.77,0.61,0.61,40.39,Medium ,Low,High,Mixed Red & Black,50-100
1998,Chhatarpur,40.5,472.0,97.88,26.39,10.98,1.97,48.05,19.21,8.76,26.09,2.13,51.47,0.6,0.61,44.42,Medium ,Low,High,Mixed Red & Black,50-100
1999,Chhatarpur,33.5,531.0,97.79,26.49,9.83,2.05,39.74,19.01,8.56,26.33,2.28,45.91,0.61,0.62,40.97,Medium ,Low,High,Mixed Red & Black,50-100
2000,Chhatarpur,30.5,374.0,97.75,27.28,8.95,2.19,34.63,19.48,8.76,26.8,1.24,37.65,0.55,0.55,41.97,Medium ,Low,High,Mixed Red & Black,50-100
2001,Chhatarpur,23.9,506.0,97.83,25.95,10.51,1.97,45.26,18.82,8.54,25.84,2.7,47.54,0.62,0.62,41.68,Medium ,Low,High,Mixed Red & Black,50-100
2002,Chhatarpur,15.2,296.0,97.84,27.17,9.66,2.14,42.78,18.97,8.6,26.87,2.07,44.6,0.58,0.59,41.59,Medium ,Low,High,Mixed Red & Black,50-100
2003,Chhatarpur,17.6,665.0,97.89,26.09,10.84,2.0,47.92,18.27,8.3,25.81,2.73,53.36,0.63,0.64,42.71,Medium ,Low,High,Mixed Red & Black,50-100
2004,Chhatarpur,22.84,539.0,97.87,26.37,10.6,2.04,42.32,19.02,8.62,26.25,2.19,50.48,0.6,0.61,42.12,Medium ,Low,High,Mixed Red & Black,50-100
2005,Chhatarpur,23.28,489.0,97.86,26.08,10.49,2.05,43.93,18.95,8.55,25.85,2.67,50.55,0.63,0.63,40.67,Medium ,Low,High,Mixed Red & Black,50-100
2006,Chhatarpur,22.07,427.0,97.86,27.19,10.59,2.04,45.28,18.53,8.42,26.91,2.07,47.07,0.59,0.59,40.52,Medium ,Low,High,Mixed Red & Black,50-100
2007,Chhatarpur,31.9,288.0,97.84,26.77,10.38,2.04,43.38,18.72,8.48,26.39,1.96,47.31,0.57,0.58,39.54,Medium ,Low,High,Mixed Red & Black,50-100
2008,Chhatarpur,33.5,636.0,97.84,25.7,11.16,1.9,45.89,18.47,8.35,25.5,2.66,53.3,0.64,0.65,40.26,Medium ,Low,High,Mixed Red & Black,50-100
2009,Chhatarpur,41.6,632.0,97.84,27.33,10.44,2.05,42.11,19.03,8.6,26.8,1.94,49.04,0.57,0.58,39.21,Medium ,Low,High,Mixed Red & Black,50-100
2010,Chhatarpur,47.4,673.0,97.84,26.96,10.93,1.87,45.72,18.85,8.54,26.64,2.33,51.78,0.62,0.62,41.2,Medium ,Low,High,Mixed Red & Black,50-100
2011,Chhatarpur,48.9,401.0,97.82,25.75,11.26,1.84,41.19,18.51,8.41,25.59,3.06,54.44,0.66,0.66,43.56,Medium ,Low,High,Mixed Red & Black,50-100
2012,Chhatarpur,73.21,844.0,97.81,26.0,10.27,2.05,44.96,18.55,8.37,25.83,2.27,49.45,0.62,0.62,43.52,Medium ,Low,High,Mixed Red & Black,50-100
2013,Chhatarpur,88.29,598.0,97.84,25.4,11.6,1.92,46.52,17.85,8.07,25.27,3.49,56.84,0.66,0.67,45.63,Medium ,Low,High,Mixed Red & Black,50-100
2014,Chhatarpur,80.0,1438.0,97.92,26.21,10.76,2.0,44.8,18.73,8.48,25.91,2.21,52.36,0.59,0.6,44.08,Medium ,Low,High,Mixed Red & Black,50-100
2015,Chhatarpur,49.0,1020.0,97.99,26.26,11.04,1.96,44.69,18.46,8.33,25.92,2.4,52.32,0.59,0.59,41.97,Medium ,Low,High,Mixed Red & Black,50-100
2016,Chhatarpur,42.0,1071.0,97.87,26.6,10.96,1.92,46.65,18.09,8.17,26.44,3.04,50.54,0.64,0.64,42.1,Medium ,Low,High,Mixed Red & Black,50-100
2017,Chhatarpur,30.8,847.0,97.86,27.51,10.15,1.98,42.89,18.77,8.46,27.03,1.7,44.75,0.57,0.57,43.9,Medium ,Low,High,Mixed Red & Black,50-100
1990,Panna,0.21,857.0,96.65,25.44,11.2,2.16,59.01,18.61,8.5,25.21,3.61,54.68,0.64,0.64,37.21,Medium ,Low,Medium,Mixed Red & Black,50-100
1991,Panna,0.32,375.0,96.67,25.87,9.93,2.19,57.01,19.37,8.82,25.58,2.33,48.35,0.56,0.57,43.29,Medium ,Low,Medium,Mixed Red & Black,50-100
1992,Panna,0.78,667.0,96.73,26.11,9.65,2.05,53.36,19.78,8.99,25.76,2.72,46.46,0.58,0.58,42.13,Medium ,Low,Medium,Mixed Red & Black,50-100
1993,Panna,2.33,773.0,96.71,25.64,10.09,2.1,58.37,19.5,8.88,25.61,2.89,48.23,0.58,0.58,41.83,Medium ,Low,Medium,Mixed Red & Black,50-100
1994,Panna,2.7,778.0,96.67,25.4,10.29,2.0,56.61,19.24,8.78,25.34,3.37,50.58,0.6,0.61,42.98,Medium ,Low,Medium,Mixed Red & Black,50-100
1995,Panna,4.0,750.0,96.67,26.03,10.27,2.16,54.91,19.02,8.71,25.65,2.39,49.2,0.55,0.56,42.19,Medium ,Low,Medium,Mixed Red & Black,50-100
1996,Panna,5.6,661.0,96.65,25.58,10.4,1.99,52.35,18.6,8.44,25.33,2.57,51.19,0.57,0.58,41.91,Medium ,Low,Medium,Mixed Red & Black,50-100
1997,Panna,6.8,662.0,96.78,25.07,10.92,2.12,59.44,18.12,8.31,24.67,3.41,54.95,0.61,0.61,39.46,Medium ,Low,Medium,Mixed Red & Black,50-100
1998,Panna,6.6,500.0,96.7,25.58,11.26,2.01,47.49,18.84,8.58,25.36,2.36,55.0,0.57,0.58,43.31,Medium ,Low,Medium,Mixed Red & Black,50-100
1999,Panna,5.2,558.0,96.62,25.75,10.04,2.08,40.59,19.09,8.6,25.64,2.65,48.65,0.58,0.59,40.34,Medium ,Low,Medium,Mixed Red & Black,50-100
2000,Panna,2.9,414.0,96.58,26.15,9.42,2.18,35.67,19.31,8.74,25.8,1.7,42.21,0.51,0.52,40.09,Medium ,Low,Medium,Mixed Red & Black,50-100
2001,Panna,1.6,500.0,96.66,25.21,10.81,2.01,43.7,18.69,8.41,25.08,3.34,51.15,0.6,0.6,40.28,Medium ,Low,Medium,Mixed Red & Black,50-100
2002,Panna,0.5,400.0,96.68,26.05,10.16,2.16,41.58,18.7,8.4,25.91,2.8,49.19,0.57,0.57,40.74,Medium ,Low,Medium,Mixed Red & Black,50-100
2003,Panna,0.2,1000.0,96.71,25.32,11.13,2.06,47.73,18.11,8.16,25.11,3.81,56.79,0.63,0.63,42.65,Medium ,Low,Medium,Mixed Red & Black,50-100
2004,Panna,0.71,493.0,96.71,25.31,10.94,2.01,42.48,18.89,8.49,25.37,2.73,54.26,0.59,0.6,41.28,Medium ,Low,Medium,Mixed Red & Black,50-100
2005,Panna,0.77,649.0,96.7,25.2,10.79,2.07,43.11,18.68,8.36,25.11,3.85,54.3,0.63,0.64,39.42,Medium ,Low,Medium,Mixed Red & Black,50-100
2006,Panna,1.66,452.0,96.69,26.33,10.87,2.06,44.14,18.49,8.33,26.13,2.26,50.59,0.55,0.56,39.97,Medium ,Low,Medium,Mixed Red & Black,50-100
2007,Panna,4.5,511.0,96.68,26.1,10.52,2.06,42.87,18.54,8.31,25.71,2.09,49.69,0.53,0.53,38.58,Medium ,Low,Medium,Mixed Red & Black,50-100
2008,Panna,5.3,679.0,96.67,25.33,11.07,1.93,44.05,18.19,8.15,25.04,2.6,54.26,0.59,0.6,38.79,Medium ,Low,Medium,Mixed Red & Black,50-100
2009,Panna,11.1,703.0,96.67,26.58,10.55,2.06,40.82,18.82,8.43,26.17,2.29,50.82,0.53,0.54,38.72,Medium ,Low,Medium,Mixed Red & Black,50-100
2010,Panna,8.8,886.0,96.67,26.51,11.01,1.9,45.59,18.8,8.44,26.17,2.54,52.97,0.58,0.58,40.2,Medium ,Low,Medium,Mixed Red & Black,50-100
2011,Panna,16.3,601.0,96.65,25.29,11.26,1.87,40.21,18.33,8.25,25.07,3.15,55.5,0.62,0.62,42.11,Medium ,Low,Medium,Mixed Red & Black,50-100
2012,Panna,17.03,857.0,96.63,25.33,10.54,2.06,43.51,18.46,8.25,25.19,2.9,52.39,0.61,0.61,42.79,Medium ,Low,Medium,Mixed Red & Black,50-100
2013,Panna,26.24,605.0,96.66,24.81,11.79,1.96,45.31,17.92,8.03,24.68,4.17,59.61,0.65,0.65,43.21,Medium ,Low,Medium,Mixed Red & Black,50-100
2014,Panna,35.0,1171.0,96.75,25.57,11.0,2.03,44.75,18.35,8.24,25.28,2.37,54.78,0.54,0.55,43.52,Medium ,Low,Medium,Mixed Red & Black,50-100
2015,Panna,29.0,621.0,96.81,25.64,11.3,1.96,44.01,18.22,8.16,25.32,2.7,54.94,0.55,0.56,41.12,Medium ,Low,Medium,Mixed Red & Black,50-100
2016,Panna,22.0,864.0,96.71,25.89,11.13,1.96,46.69,17.81,7.97,25.76,4.02,53.23,0.62,0.63,41.25,Medium ,Low,Medium,Mixed Red & Black,50-100
2017,Panna,17.5,1103.0,96.69,26.54,10.55,1.99,42.14,18.55,8.3,26.17,2.09,49.17,0.54,0.55,43.05,Medium ,Low,Medium,Mixed Red & Black,50-100
