PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,YEAR,DISTRICT
96.4,27.66,11.26,2.57,50.84,19.13,9.28,26.44,2.29,53.25,0.64,0.65,38.3,1997.0,Akola
96.3,27.46,12.01,2.46,46.33,18.79,9.12,26.5,2.74,56.96,0.71,0.71,37.33,1998.0,Akola
96.26,26.78,10.92,2.52,41.42,19.27,9.24,25.98,2.52,53.77,0.68,0.68,39.01,1999.0,Akola
96.23,27.52,9.9,2.51,38.28,19.81,9.53,26.61,1.91,44.61,0.64,0.65,36.12,2000.0,Akola
96.28,27.52,10.86,2.45,49.17,18.73,8.53,26.56,2.12,50.31,0.65,0.65,36.65,2001.0,Akola
96.33,28.28,10.35,2.65,45.16,19.04,8.67,27.18,1.96,46.61,0.64,0.65,38.05,2002.0,Akola
96.33,27.8,11.25,2.6,49.22,18.93,8.62,26.71,2.26,53.11,0.67,0.68,37.52,2003.0,Akola
96.34,27.93,10.86,2.51,43.54,19.6,8.92,26.87,1.7,49.99,0.64,0.64,35.92,2004.0,Akola
96.32,27.13,11.03,2.52,46.6,18.9,8.6,26.24,2.54,53.09,0.68,0.69,36.34,2005.0,Akola
96.33,27.03,11.96,2.35,48.99,18.73,8.53,26.36,3.69,56.65,0.7,0.7,36.73,2006.0,Akola
96.28,27.7,11.04,2.35,47.66,19.22,8.72,26.7,2.21,51.33,0.67,0.67,35.03,2007.0,Akola
96.28,27.86,10.7,2.45,47.92,18.79,8.51,26.73,1.76,49.23,0.64,0.65,36.75,2008.0,Akola
96.29,28.29,11.05,2.48,46.27,19.13,8.64,27.24,2.25,50.68,0.66,0.66,35.54,2009.0,Akola
96.28,27.78,12.22,2.41,50.64,18.63,8.49,26.87,3.02,57.33,0.72,0.72,39.27,2010.0,Akola
96.27,27.41,11.3,2.36,47.61,18.76,8.51,26.43,2.15,52.85,0.66,0.67,38.25,2011.0,Akola
96.28,27.44,10.9,2.55,49.79,18.67,8.44,26.45,2.31,51.29,0.68,0.68,36.68,2012.0,Akola
96.27,27.03,11.97,2.63,50.48,17.73,8.04,26.15,2.96,57.84,0.71,0.72,37.72,2013.0,Akola
96.38,28.25,11.26,2.55,50.33,18.55,8.41,26.94,2.01,51.47,0.64,0.64,37.69,2014.0,Akola
96.43,27.95,11.47,2.45,48.2,18.79,8.5,26.85,2.59,52.38,0.65,0.65,38.19,2015.0,Akola
96.35,27.56,11.06,2.43,50.45,18.76,8.47,26.68,2.78,51.58,0.69,0.7,38.96,2016.0,Akola
96.34,27.96,10.77,2.41,48.49,19.06,8.58,26.89,2.0,49.35,0.65,0.65,37.03,2017.0,Akola
96.35,27.88,10.36,2.35,47.26,18.22,8.19,26.86,2.31,47.56,0.66,0.67,39.65,2018.0,Akola
96.38,27.63,11.53,2.55,50.71,18.28,8.28,26.5,2.71,55.0,0.71,0.71,39.9,2019.0,Akola
96.45,27.04,11.8,2.65,59.17,18.61,9.0,26.22,2.78,56.16,0.69,0.69,34.34,1990.0,Amravati
96.45,28.51,9.55,2.64,52.61,19.34,9.36,27.32,1.4,43.47,0.64,0.64,40.36,1991.0,Amravati
96.5,28.08,9.71,2.5,51.83,19.65,9.49,27.04,2.03,44.96,0.65,0.65,37.9,1992.0,Amravati
96.51,26.76,10.85,2.5,53.92,19.72,9.53,26.1,3.26,52.38,0.71,0.71,39.23,1993.0,Amravati
96.47,26.74,11.01,2.59,53.24,19.41,9.38,25.96,3.48,54.13,0.7,0.7,38.73,1994.0,Amravati
96.44,27.68,10.99,2.4,51.64,19.39,9.45,26.68,2.4,51.22,0.67,0.67,39.62,1995.0,Amravati
96.41,28.23,10.42,2.48,48.73,19.47,9.42,27.12,2.03,47.64,0.65,0.65,38.44,1996.0,Amravati
96.56,27.41,11.34,2.5,50.84,19.13,9.28,26.35,2.54,54.01,0.66,0.66,38.59,1997.0,Amravati
96.46,27.3,12.0,2.38,46.33,18.79,9.12,26.49,2.72,57.01,0.71,0.71,39.17,1998.0,Amravati
96.42,26.86,10.83,2.5,41.42,19.27,9.24,26.17,2.72,52.98,0.7,0.7,39.08,1999.0,Amravati
96.39,27.49,9.83,2.45,38.28,19.81,9.53,26.7,1.95,44.08,0.65,0.65,36.56,2000.0,Amravati
96.44,27.26,10.98,2.38,49.17,18.73,8.53,26.57,2.39,50.68,0.67,0.67,37.55,2001.0,Amravati
96.48,28.1,10.39,2.58,45.16,19.04,8.67,27.2,2.18,46.85,0.65,0.66,38.15,2002.0,Amravati
96.49,27.43,11.43,2.51,49.22,18.93,8.62,26.58,2.8,54.7,0.7,0.7,38.08,2003.0,Amravati
96.49,27.98,10.78,2.45,43.54,19.6,8.92,26.94,1.78,49.64,0.64,0.65,36.18,2004.0,Amravati
96.47,27.1,10.94,2.46,46.6,18.9,8.6,26.32,2.71,52.78,0.69,0.69,37.32,2005.0,Amravati
96.49,27.11,11.96,2.3,48.99,18.73,8.53,26.5,3.66,56.26,0.71,0.71,36.95,2006.0,Amravati
96.45,27.67,10.96,2.3,47.66,19.22,8.72,26.76,2.34,50.96,0.68,0.68,35.57,2007.0,Amravati
96.44,27.62,10.72,2.34,47.92,18.79,8.51,26.68,2.0,49.6,0.66,0.66,36.53,2008.0,Amravati
96.45,28.3,11.01,2.41,46.27,19.13,8.64,27.38,2.38,50.33,0.67,0.67,35.72,2009.0,Amravati
96.44,27.86,12.04,2.35,50.64,18.63,8.49,27.04,3.24,56.09,0.72,0.72,38.42,2010.0,Amravati
96.43,27.34,11.3,2.27,47.61,18.76,8.51,26.45,2.3,52.66,0.68,0.68,39.25,2011.0,Amravati
96.43,27.29,10.93,2.54,49.79,18.67,8.44,26.45,2.63,51.76,0.7,0.7,37.54,2012.0,Amravati
96.43,27.04,11.96,2.55,50.48,17.73,8.04,26.22,3.39,57.63,0.72,0.72,38.33,2013.0,Amravati
96.54,28.26,11.14,2.52,50.33,18.55,8.41,27.04,2.15,50.89,0.65,0.65,37.95,2014.0,Amravati
96.6,27.59,11.62,2.4,48.2,18.79,8.5,26.68,2.96,53.63,0.68,0.68,38.62,2015.0,Amravati
96.5,27.67,11.06,2.4,50.45,18.76,8.47,26.87,2.85,51.13,0.7,0.7,38.16,2016.0,Amravati
96.5,27.98,10.78,2.36,48.49,19.06,8.58,27.0,2.03,49.24,0.65,0.65,37.59,2017.0,Amravati
96.5,27.97,10.34,2.32,47.26,18.22,8.19,27.01,2.15,47.16,0.66,0.66,39.4,2018.0,Amravati
96.54,27.68,11.44,2.53,50.71,18.28,8.28,26.62,2.75,54.44,0.71,0.71,41.36,2019.0,Amravati
94.58,26.16,11.45,2.89,58.57,18.77,9.17,25.11,2.49,57.08,0.67,0.67,33.2,1990.0,Aurangabad
94.58,27.21,9.79,2.79,53.81,19.03,9.32,25.97,2.03,46.66,0.64,0.65,38.97,1991.0,Aurangabad
94.62,27.37,9.63,2.76,53.06,19.98,9.77,25.93,1.73,46.25,0.64,0.64,35.65,1992.0,Aurangabad
94.64,26.1,10.66,2.76,55.46,19.93,9.71,25.11,2.67,53.67,0.68,0.68,35.16,1993.0,Aurangabad
94.59,26.14,10.87,2.84,52.37,19.74,9.62,25.04,2.0,54.95,0.65,0.65,38.3,1994.0,Aurangabad
94.56,27.4,10.47,2.67,51.14,19.86,9.68,25.94,1.53,50.06,0.63,0.63,35.99,1995.0,Aurangabad
94.53,27.06,10.43,2.65,51.29,19.45,9.51,25.72,1.84,50.85,0.65,0.66,35.21,1996.0,Aurangabad
94.67,26.86,10.98,2.65,50.04,19.41,9.55,25.52,1.88,53.63,0.64,0.64,34.63,1997.0,Aurangabad
94.57,26.44,11.86,2.55,48.46,19.17,9.35,25.41,2.73,58.57,0.7,0.71,34.67,1998.0,Aurangabad
94.54,26.47,10.56,2.69,41.27,19.7,9.63,25.31,1.8,52.73,0.64,0.65,37.15,1999.0,Aurangabad
94.51,26.64,9.91,2.65,40.08,20.11,9.78,25.57,2.07,46.9,0.64,0.65,32.92,2000.0,Aurangabad
94.56,26.9,10.47,2.63,44.74,19.33,8.75,25.67,1.73,50.48,0.64,0.65,34.46,2001.0,Aurangabad
94.61,27.62,10.19,2.77,41.71,19.36,8.77,26.25,1.68,47.59,0.63,0.64,35.9,2002.0,Aurangabad
94.6,27.62,10.72,2.75,43.96,19.71,8.91,26.2,1.68,51.05,0.64,0.65,35.43,2003.0,Aurangabad
94.62,26.89,10.83,2.66,42.22,19.76,8.95,25.74,1.9,52.32,0.65,0.65,33.55,2004.0,Aurangabad
94.59,26.03,10.91,2.62,45.14,19.24,8.7,25.11,2.84,54.84,0.7,0.7,34.29,2005.0,Aurangabad
94.61,26.13,11.59,2.49,45.71,19.0,8.59,25.26,3.33,57.89,0.7,0.71,34.53,2006.0,Aurangabad
94.56,26.51,11.17,2.48,43.5,19.6,8.85,25.49,2.26,54.86,0.68,0.68,33.19,2007.0,Aurangabad
94.56,26.9,10.66,2.62,43.59,19.23,8.66,25.67,1.73,51.29,0.65,0.65,34.71,2008.0,Aurangabad
94.58,27.28,10.94,2.6,42.54,19.47,8.75,26.14,2.16,52.52,0.66,0.66,33.87,2009.0,Aurangabad
94.55,26.84,12.11,2.47,50.29,18.85,8.56,25.83,2.58,58.86,0.7,0.71,37.4,2010.0,Aurangabad
94.54,26.54,11.0,2.52,42.92,19.12,8.6,25.43,2.01,53.79,0.66,0.67,36.02,2011.0,Aurangabad
94.55,27.12,10.43,2.75,44.8,19.12,8.58,25.83,1.67,49.77,0.64,0.64,33.69,2012.0,Aurangabad
94.55,26.36,11.6,2.79,47.49,18.26,8.23,25.28,2.38,57.89,0.68,0.69,35.15,2013.0,Aurangabad
94.66,27.02,11.31,2.61,45.58,18.97,8.55,25.69,1.86,54.6,0.64,0.65,35.34,2014.0,Aurangabad
94.7,27.38,11.15,2.51,44.57,19.06,8.58,26.05,2.2,52.26,0.63,0.64,35.34,2015.0,Aurangabad
94.63,26.86,10.76,2.56,47.22,18.88,8.48,25.73,2.2,51.94,0.67,0.67,35.9,2016.0,Aurangabad
94.62,26.82,10.74,2.51,46.89,19.33,8.65,25.71,2.33,51.86,0.66,0.67,34.03,2017.0,Aurangabad
94.62,27.67,9.86,2.58,45.62,18.61,8.32,26.28,1.51,45.79,0.63,0.63,37.25,2018.0,Aurangabad
94.65,26.91,11.34,2.72,49.14,18.75,8.45,25.63,2.32,55.5,0.69,0.69,37.11,2019.0,Aurangabad
94.49,26.41,11.51,2.97,59.1,18.8,9.22,25.22,2.59,57.5,0.68,0.69,32.62,1990.0,Beed
94.48,27.54,10.11,2.82,56.47,19.16,9.38,26.18,1.87,48.11,0.65,0.66,39.0,1991.0,Beed
94.52,27.86,9.75,2.78,55.31,19.99,9.74,26.25,1.53,46.32,0.63,0.64,34.67,1992.0,Beed
94.54,26.53,10.65,2.81,57.05,19.96,9.73,25.31,2.37,53.37,0.67,0.68,35.31,1993.0,Beed
94.49,26.72,11.03,3.03,53.59,19.93,9.77,25.38,1.73,54.92,0.64,0.65,38.01,1994.0,Beed
94.46,27.57,10.93,2.71,53.92,19.59,9.64,26.03,1.72,52.49,0.64,0.64,35.58,1995.0,Beed
94.44,27.26,10.72,2.7,51.54,19.5,9.54,25.83,1.9,52.3,0.65,0.66,35.52,1996.0,Beed
94.57,27.5,11.11,2.72,50.23,19.38,9.57,25.96,1.67,53.25,0.63,0.63,35.45,1997.0,Beed
94.47,27.0,11.9,2.64,49.76,19.32,9.43,25.72,2.63,58.21,0.7,0.71,35.0,1998.0,Beed
94.44,26.94,10.51,2.8,44.41,19.65,9.65,25.57,1.5,52.02,0.64,0.64,36.13,1999.0,Beed
94.41,26.98,10.12,2.69,42.59,19.93,9.75,25.75,1.83,48.04,0.64,0.65,33.25,2000.0,Beed
94.46,27.22,10.69,2.77,43.75,19.33,8.8,25.84,1.63,51.46,0.64,0.65,34.61,2001.0,Beed
94.51,28.03,10.33,2.79,40.74,19.52,8.89,26.53,1.51,47.73,0.63,0.63,34.57,2002.0,Beed
94.5,28.32,10.65,2.83,42.73,19.64,8.95,26.7,1.31,49.36,0.63,0.63,34.0,2003.0,Beed
94.52,27.06,11.01,2.73,40.13,19.82,9.04,25.79,1.92,53.07,0.65,0.65,33.45,2004.0,Beed
94.5,26.42,11.19,2.71,43.83,19.2,8.75,25.32,2.61,55.69,0.69,0.7,34.09,2005.0,Beed
94.51,26.52,11.66,2.63,43.7,19.1,8.7,25.42,2.8,58.04,0.7,0.7,34.16,2006.0,Beed
94.46,27.03,11.19,2.6,44.17,19.49,8.87,25.78,1.97,54.43,0.66,0.67,33.33,2007.0,Beed
94.46,27.08,10.95,2.69,43.95,19.34,8.77,25.78,1.76,52.76,0.65,0.66,34.1,2008.0,Beed
94.48,27.52,11.11,2.68,43.95,19.44,8.8,26.28,2.06,53.02,0.66,0.66,33.08,2009.0,Beed
94.45,27.23,12.22,2.57,50.61,18.83,8.61,26.07,2.41,58.89,0.7,0.7,37.23,2010.0,Beed
94.44,26.99,11.12,2.71,43.06,19.0,8.59,25.7,1.79,53.72,0.65,0.65,35.48,2011.0,Beed
94.45,27.71,10.45,2.83,44.18,19.23,8.69,26.25,1.46,49.09,0.63,0.64,32.96,2012.0,Beed
94.45,27.04,11.61,2.86,47.35,18.52,8.41,25.74,2.11,56.67,0.67,0.67,34.03,2013.0,Beed
94.55,27.53,11.42,2.69,46.87,18.88,8.56,26.04,1.8,54.13,0.64,0.64,34.31,2014.0,Beed
94.6,28.02,11.2,2.65,45.4,19.11,8.66,26.44,1.8,51.36,0.62,0.63,34.89,2015.0,Beed
94.53,27.38,10.8,2.65,46.0,18.73,8.47,26.04,1.98,51.58,0.65,0.66,34.18,2016.0,Beed
94.52,27.48,10.71,2.6,48.8,19.29,8.68,26.1,1.96,50.96,0.65,0.66,34.48,2017.0,Beed
94.52,28.48,9.84,2.7,48.63,18.47,8.32,26.81,1.05,44.39,0.61,0.62,36.08,2018.0,Beed
94.54,27.97,11.22,2.84,50.88,18.72,8.51,26.37,1.64,53.05,0.64,0.65,36.39,2019.0,Beed
97.53,26.74,12.6,2.27,63.51,18.38,8.81,26.25,3.47,60.45,0.72,0.72,36.54,1990.0,Bhandara
97.55,28.18,10.77,2.22,60.68,18.96,9.08,27.31,2.45,50.4,0.66,0.66,43.55,1991.0,Bhandara
97.59,28.2,10.3,2.13,56.0,19.47,9.28,27.39,2.54,47.23,0.66,0.67,38.82,1992.0,Bhandara
97.6,27.03,11.25,2.14,61.48,18.84,8.99,26.61,3.68,53.1,0.71,0.71,39.78,1993.0,Bhandara
97.55,26.96,11.65,2.28,59.01,18.29,8.7,26.46,4.2,56.73,0.71,0.71,41.23,1994.0,Bhandara
97.54,27.32,12.02,2.03,60.82,18.48,8.9,26.68,3.41,56.86,0.69,0.69,41.44,1995.0,Bhandara
97.5,28.15,11.19,2.17,59.12,18.49,8.88,27.36,2.4,51.22,0.66,0.67,39.41,1996.0,Bhandara
97.65,27.39,11.79,2.2,61.28,17.79,8.54,26.65,3.03,55.81,0.67,0.68,39.83,1997.0,Bhandara
97.56,27.17,12.67,2.09,52.45,18.34,8.84,26.67,3.03,60.05,0.71,0.71,41.84,1998.0,Bhandara
97.49,27.08,11.29,2.15,43.55,18.79,8.87,26.63,3.18,54.7,0.71,0.7,41.19,1999.0,Bhandara
97.47,27.42,10.55,2.1,39.02,19.39,9.2,26.93,2.35,47.29,0.66,0.66,38.9,2000.0,Bhandara
97.53,27.19,11.74,2.03,56.2,18.22,8.32,26.75,3.23,54.16,0.69,0.69,40.06,2001.0,Bhandara
97.56,28.0,11.12,2.24,51.79,18.63,8.5,27.39,2.84,50.42,0.67,0.67,39.31,2002.0,Bhandara
97.58,27.54,12.03,2.18,55.47,18.25,8.35,26.96,3.67,57.04,0.72,0.72,40.33,2003.0,Bhandara
97.59,27.75,11.62,2.08,49.53,19.02,8.67,26.96,2.36,54.5,0.66,0.66,39.45,2004.0,Bhandara
97.57,27.13,11.68,2.07,53.26,18.36,8.35,26.61,3.71,56.4,0.71,0.71,39.12,2005.0,Bhandara
97.58,27.36,12.37,2.01,52.41,18.26,8.34,26.89,3.65,57.51,0.71,0.71,38.56,2006.0,Bhandara
97.55,27.69,11.54,2.04,51.46,18.72,8.51,27.01,3.06,53.76,0.68,0.69,36.53,2007.0,Bhandara
97.54,27.2,11.59,2.0,51.79,18.32,8.33,26.61,2.84,54.7,0.69,0.69,38.29,2008.0,Bhandara
97.54,28.32,11.5,2.0,50.17,18.86,8.54,27.69,2.94,52.28,0.69,0.69,37.44,2009.0,Bhandara
97.53,28.16,12.26,2.0,54.17,18.43,8.41,27.52,4.15,56.29,0.73,0.73,40.88,2010.0,Bhandara
97.53,27.09,12.08,1.93,49.26,18.39,8.36,26.52,2.99,56.9,0.69,0.7,40.79,2011.0,Bhandara
97.52,27.45,11.38,2.14,52.71,17.99,8.15,26.87,3.61,54.0,0.7,0.71,41.76,2012.0,Bhandara
97.52,27.21,12.48,2.17,54.68,17.3,7.88,26.59,4.71,59.63,0.74,0.73,40.46,2013.0,Bhandara
97.64,27.8,12.01,2.17,54.51,18.26,8.31,26.95,2.78,56.32,0.67,0.67,40.36,2014.0,Bhandara
97.7,27.44,12.48,2.04,52.46,18.27,8.28,26.81,3.77,57.5,0.69,0.69,40.31,2015.0,Bhandara
97.59,27.69,11.92,2.05,53.99,18.26,8.28,27.18,3.45,54.74,0.72,0.72,39.79,2016.0,Bhandara
97.59,27.9,11.63,1.98,47.77,18.87,8.52,27.24,3.05,53.43,0.68,0.68,40.3,2017.0,Bhandara
97.6,27.7,11.35,2.05,47.46,18.13,8.18,26.98,2.91,52.39,0.67,0.68,40.32,2018.0,Bhandara
97.64,27.76,11.99,2.17,52.09,17.87,8.13,26.89,3.77,57.06,0.72,0.72,44.2,2019.0,Bhandara
95.6,26.7,11.51,2.8,58.69,18.55,8.98,25.73,2.52,55.77,0.66,0.67,34.02,1990.0,Buldhana
95.61,27.76,9.64,2.71,50.95,19.25,9.32,26.56,1.6,44.77,0.64,0.64,40.84,1991.0,Buldhana
95.65,27.57,9.7,2.64,51.3,19.94,9.58,26.31,1.82,45.89,0.64,0.64,37.85,1992.0,Buldhana
95.66,26.36,10.78,2.62,53.18,19.86,9.58,25.55,2.95,53.22,0.69,0.69,36.95,1993.0,Buldhana
95.61,26.28,11.01,2.69,52.63,19.49,9.41,25.39,2.57,55.05,0.67,0.68,40.1,1994.0,Buldhana
95.58,27.71,10.56,2.55,50.16,19.63,9.55,26.4,1.77,49.45,0.63,0.64,38.59,1995.0,Buldhana
95.56,27.59,10.41,2.59,48.11,19.43,9.41,26.36,1.9,49.22,0.65,0.66,37.17,1996.0,Buldhana
95.69,27.18,11.12,2.61,50.38,19.07,9.29,25.94,2.1,53.51,0.64,0.64,36.66,1997.0,Buldhana
95.6,26.91,11.92,2.5,44.88,18.99,9.2,25.98,2.73,57.51,0.71,0.71,36.4,1998.0,Buldhana
95.57,26.5,10.77,2.58,40.75,19.29,9.28,25.6,2.2,53.41,0.66,0.67,38.59,1999.0,Buldhana
95.54,27.04,9.84,2.58,37.42,19.9,9.56,26.11,1.99,45.2,0.64,0.65,34.7,2000.0,Buldhana
95.58,27.18,10.62,2.52,45.16,18.99,8.62,26.12,1.92,49.99,0.65,0.65,36.71,2001.0,Buldhana
95.63,27.93,10.21,2.72,42.02,19.14,8.69,26.73,1.82,46.7,0.64,0.64,37.21,2002.0,Buldhana
95.63,27.7,10.96,2.68,45.13,19.24,8.73,26.45,1.98,51.91,0.65,0.66,36.54,2003.0,Buldhana
95.64,27.4,10.82,2.58,41.83,19.71,8.95,26.36,1.78,50.82,0.64,0.65,35.53,2004.0,Buldhana
95.62,26.57,10.91,2.56,43.92,19.18,8.69,25.7,2.63,53.44,0.69,0.69,36.02,2005.0,Buldhana
95.63,26.58,11.77,2.41,46.4,18.8,8.55,25.87,3.53,56.96,0.7,0.71,36.04,2006.0,Buldhana
95.59,27.06,11.1,2.39,44.28,19.38,8.77,26.11,2.23,52.85,0.67,0.68,34.5,2007.0,Buldhana
95.58,27.46,10.58,2.54,44.49,18.9,8.54,26.29,1.66,49.35,0.64,0.64,36.88,2008.0,Buldhana
95.6,27.72,11.01,2.51,42.11,19.3,8.69,26.67,2.25,51.61,0.66,0.66,35.06,2009.0,Buldhana
95.58,27.28,12.17,2.43,49.45,18.79,8.55,26.36,2.79,58.09,0.71,0.71,38.31,2010.0,Buldhana
95.57,26.88,11.16,2.42,44.46,18.9,8.54,25.92,2.13,53.3,0.67,0.67,36.67,2011.0,Buldhana
95.58,27.14,10.68,2.62,47.62,18.76,8.46,26.04,2.04,50.71,0.66,0.66,36.03,2012.0,Buldhana
95.58,26.56,11.81,2.7,48.17,17.93,8.11,25.65,2.72,58.06,0.71,0.71,36.66,2013.0,Buldhana
95.69,27.55,11.28,2.57,45.96,18.77,8.48,26.27,1.92,53.1,0.64,0.65,37.35,2014.0,Buldhana
95.73,27.51,11.32,2.46,45.79,18.93,8.54,26.37,2.45,52.7,0.64,0.65,37.37,2015.0,Buldhana
95.66,27.15,10.86,2.47,48.08,18.7,8.42,26.21,2.54,51.38,0.68,0.68,39.07,2016.0,Buldhana
95.65,27.18,10.79,2.42,45.94,19.23,8.64,26.2,2.31,51.01,0.67,0.67,36.3,2017.0,Buldhana
95.65,27.58,10.12,2.44,43.98,18.39,8.25,26.48,2.09,46.99,0.65,0.65,39.42,2018.0,Buldhana
95.68,27.05,11.5,2.59,48.69,18.33,8.29,25.92,2.94,55.95,0.72,0.73,39.16,2019.0,Buldhana
98.16,27.29,12.98,2.28,63.38,18.53,9.03,26.78,3.58,61.13,0.72,0.71,36.46,1990.0,Chandrapur
98.17,28.56,11.58,2.18,62.96,18.82,9.22,27.68,2.48,53.64,0.67,0.66,42.54,1991.0,Chandrapur
98.21,28.63,10.88,2.12,55.96,19.37,9.42,27.81,2.5,49.38,0.66,0.66,38.37,1992.0,Chandrapur
98.22,27.52,11.6,2.16,60.69,19.1,9.32,26.99,3.24,54.45,0.7,0.7,39.91,1993.0,Chandrapur
98.17,27.74,12.05,2.24,59.95,18.46,8.95,27.03,3.95,57.47,0.71,0.71,40.57,1994.0,Chandrapur
98.16,27.61,12.69,2.09,60.51,18.61,9.14,26.97,3.55,59.75,0.7,0.7,39.83,1995.0,Chandrapur
98.12,28.48,11.73,2.16,59.02,18.54,9.04,27.66,2.59,53.41,0.67,0.67,39.33,1996.0,Chandrapur
98.28,27.78,12.31,2.13,60.07,18.27,8.97,27.1,2.96,57.21,0.67,0.67,40.1,1997.0,Chandrapur
98.17,28.12,13.07,2.11,54.51,18.32,9.03,27.4,3.18,60.16,0.71,0.71,40.48,1998.0,Chandrapur
98.12,27.53,11.69,2.15,44.51,19.12,9.23,26.94,2.97,55.98,0.7,0.69,40.08,1999.0,Chandrapur
98.09,28.08,11.11,2.15,41.57,19.39,9.42,27.41,2.25,49.27,0.65,0.65,38.49,2000.0,Chandrapur
98.15,27.82,12.18,2.11,58.48,17.93,8.2,27.21,2.75,55.34,0.67,0.67,39.07,2001.0,Chandrapur
98.19,28.57,11.63,2.25,52.17,18.99,8.69,27.87,2.81,51.74,0.67,0.67,38.0,2002.0,Chandrapur
98.2,28.29,12.39,2.24,57.8,18.6,8.52,27.53,3.44,57.6,0.71,0.71,39.9,2003.0,Chandrapur
98.22,28.16,12.17,2.18,51.56,19.01,8.7,27.29,2.24,56.23,0.65,0.66,38.62,2004.0,Chandrapur
98.19,27.64,12.28,2.06,56.8,18.51,8.46,27.02,3.75,58.45,0.72,0.72,39.41,2005.0,Chandrapur
98.21,27.71,12.88,2.02,53.12,18.61,8.51,27.16,3.79,59.31,0.7,0.7,38.03,2006.0,Chandrapur
98.16,28.09,12.14,2.04,51.93,18.88,8.61,27.36,2.9,55.94,0.69,0.69,35.61,2007.0,Chandrapur
98.16,27.56,12.17,1.99,52.67,18.29,8.34,26.94,3.03,56.91,0.69,0.69,37.25,2008.0,Chandrapur
98.15,28.77,11.91,1.98,50.62,19.16,8.69,28.08,2.81,53.28,0.68,0.68,36.41,2009.0,Chandrapur
98.14,28.64,12.78,2.07,56.98,18.06,8.26,27.92,4.37,57.87,0.73,0.72,39.52,2010.0,Chandrapur
98.15,27.83,12.41,1.99,49.02,18.87,8.58,27.06,2.71,57.49,0.68,0.68,39.71,2011.0,Chandrapur
98.14,28.07,11.83,2.12,53.28,18.24,8.27,27.39,3.53,55.07,0.71,0.7,41.22,2012.0,Chandrapur
98.15,27.63,13.02,2.22,56.18,17.2,7.84,26.95,4.55,61.46,0.73,0.73,38.82,2013.0,Chandrapur
98.26,28.27,12.48,2.15,54.13,18.18,8.27,27.36,2.71,57.25,0.66,0.66,39.06,2014.0,Chandrapur
98.31,28.23,12.76,2.08,51.78,18.54,8.42,27.47,3.2,57.27,0.68,0.67,39.81,2015.0,Chandrapur
98.21,28.01,12.49,2.17,55.2,18.37,8.34,27.41,3.72,57.02,0.71,0.71,38.8,2016.0,Chandrapur
98.21,28.27,11.96,2.01,49.95,18.82,8.5,27.5,2.93,54.47,0.67,0.67,38.38,2017.0,Chandrapur
98.22,28.17,11.81,2.1,48.32,18.06,8.17,27.35,3.0,53.83,0.67,0.68,39.94,2018.0,Chandrapur
98.25,28.45,12.48,2.14,52.33,17.96,8.18,27.46,3.67,58.1,0.71,0.71,41.74,2019.0,Chandrapur
97.54,27.73,11.74,2.75,59.0,18.49,8.97,26.69,2.28,54.66,0.65,0.66,34.49,1990.0,Dhule
97.55,28.54,9.99,2.64,51.4,19.06,9.27,27.31,1.71,44.8,0.64,0.64,42.54,1991.0,Dhule
97.59,28.55,9.95,2.7,51.14,19.62,9.57,27.17,1.52,45.19,0.63,0.63,38.59,1992.0,Dhule
97.6,27.58,11.1,2.65,53.24,19.73,9.57,26.58,2.37,52.39,0.66,0.66,36.19,1993.0,Dhule
97.55,27.38,10.95,2.63,49.18,19.5,9.45,26.37,2.21,52.33,0.66,0.66,40.43,1994.0,Dhule
97.52,28.57,10.55,2.58,49.72,19.36,9.49,27.2,1.67,47.63,0.63,0.64,38.43,1995.0,Dhule
97.5,28.18,10.81,2.6,48.13,19.39,9.41,26.92,1.87,50.23,0.65,0.65,37.25,1996.0,Dhule
97.63,27.9,11.43,2.51,48.07,18.91,9.26,26.69,1.95,53.28,0.64,0.64,35.78,1997.0,Dhule
97.53,27.8,12.16,2.48,46.53,18.84,9.15,26.82,2.51,56.56,0.69,0.69,36.51,1998.0,Dhule
97.5,27.93,10.86,2.61,37.74,19.57,9.48,26.76,1.8,50.78,0.64,0.64,38.51,1999.0,Dhule
97.47,28.15,10.06,2.57,36.18,19.87,9.67,27.11,1.73,44.3,0.63,0.63,35.37,2000.0,Dhule
97.51,28.29,10.74,2.54,39.35,19.32,8.7,27.09,1.61,48.33,0.63,0.64,37.79,2001.0,Dhule
97.57,28.77,10.49,2.71,36.8,19.34,8.72,27.5,1.65,46.42,0.63,0.64,39.44,2002.0,Dhule
97.57,28.21,11.46,2.58,39.16,19.41,8.75,27.05,2.16,53.02,0.66,0.67,37.66,2003.0,Dhule
97.57,28.11,11.26,2.55,39.99,19.41,8.76,27.07,1.96,51.52,0.66,0.66,35.65,2004.0,Dhule
97.56,27.2,11.21,2.47,39.74,19.26,8.67,26.36,2.81,53.3,0.7,0.7,37.01,2005.0,Dhule
97.56,27.53,12.01,2.4,40.38,18.88,8.51,26.74,3.12,56.25,0.7,0.7,36.79,2006.0,Dhule
97.51,27.81,11.58,2.34,41.32,19.27,8.69,26.9,2.35,53.5,0.68,0.68,35.37,2007.0,Dhule
